{'评论时间': '2024-02-07 21:33:04', 'IP属地': '湖南', '评论内容': '不都是中国人吗？为什么天灾也要骂，那些传统美德都哪去了'}
{'评论时间': '2024-02-07 12:09:21', 'IP属地': '内蒙古', '评论内容': '为什么非要买电车 有什么好的呢 受冻吗？还是推车呢 '}
{'评论时间': '2024-02-07 18:24:42', 'IP属地': '湖北', '评论内容': '是不是黄石不配下冻雨'}
{'评论时间': '2024-02-07 22:15:55', 'IP属地': '山东', '评论内容': '不管哪里下雪后。地下接触的地方都会是冰。而且会越压越硬。。不及时清理都会成这样。。一般都是下雪快结束的时候撒盐。。经过车压变成碎碎冰。。'}
{'评论时间': '2024-02-07 19:36:12', 'IP属地': '辽宁', '评论内容': '给湖北网友看看东北的热干面'}
{'评论时间': '2024-02-07 16:33:42', 'IP属地': '山东', '评论内容': '请问什么是冻雨 不是抬杠 真不知道'}
{'评论时间': '2024-02-07 12:06:53', 'IP属地': '河南', '评论内容': '电车还开空调'}
{'评论时间': '2024-02-07 18:11:42', 'IP属地': '江苏', '评论内容': '你们知道吗？多数城市环卫工人主力是60，70岁的老人，连续两天两夜，冒着鹅毛大雪轮班撒盐扫雪，真是非常辛苦，他们太不容易了。'}
{'评论时间': '2024-02-07 11:59:44', 'IP属地': '湖北', '评论内容': '你要这样想  我电车堵这么长时间那得省多少油啊'}
{'评论时间': '2024-02-07 07:06:00', 'IP属地': '河南', '评论内容': '刚从福建回河南 经过了湖北 大家不要攻击湖北了'}
{'评论时间': '2024-02-07 18:45:57', 'IP属地': '广西', '评论内容': '评论区的老司机请自行绕道，谢谢。'}
{'评论时间': '2024-02-07 19:14:31', 'IP属地': '安徽', '评论内容': '维修店老板笑了，保险公司老板哭了'}
{'评论时间': '2024-02-07 15:16:45', 'IP属地': '河南', '评论内容': '不要在说冻雨了，听着搞笑'}
{'评论时间': '2024-02-07 01:18:06', 'IP属地': '江苏', '评论内容': '你知道，视频一出，都争着表现，就怕被嘲笑'}
{'评论时间': '2024-02-07 12:10:08', 'IP属地': '河南', '评论内容': '有效避免过年期间电车趴窝的方法:坐高铁'}
{'评论时间': '2024-02-07 05:52:01', 'IP属地': '广西', '评论内容': '我那不要命的老公准备今天早上带我们回湖北利川，最后不要把我堵高速上，不然以后他自己回去'}
{'评论时间': '2024-02-07 21:35:09', 'IP属地': '重庆', '评论内容': '加油'}
{'评论时间': '2024-02-07 20:22:48', 'IP属地': '湖北', '评论内容': '雨夹雪是雨夹雪，冰雹子是冰雹子，暴雪是暴雪，冻雨，是冻雨，前面的以前都见过，冻雨我也是第一次见'}
{'评论时间': '2024-02-07 16:32:16', 'IP属地': '河北', '评论内容': '除雪不除车顶的雪你是心高气傲啊，在路上一脚刹车你是生死难料啊'}
{'评论时间': '2024-02-07 20:48:19', 'IP属地': '湖北', '评论内容': '你们根本不知道那几天我出门吃早饭会摔几次'}
{'评论时间': '2024-02-07 07:49:51', 'IP属地': '安徽', '评论内容': '让高速堵车的这些人每人一把铲子铲雪前进'}
{'评论时间': '2024-02-07 12:15:22', 'IP属地': '江西', '评论内容': '不准骂我湖北老表'}
{'评论时间': '2024-02-07 09:24:09', 'IP属地': '陕西', '评论内容': '我要加油'}
{'评论时间': '2024-02-07 10:42:28', 'IP属地': '山东', '评论内容': '本人作为10年的老司机，想给还没买车的朋友一些忠告，油车不费电，电车不费油，想省油就买电车，想省电就买油车'}
{'评论时间': '2024-02-07 12:37:58', 'IP属地': '浙江', '评论内容': '市区用电，高速开油'}
{'评论时间': '2024-02-07 10:50:48', 'IP属地': '河南', '评论内容': '老哥 介意把车顶的冰弄一下 才刷到车顶的雪滑落前挡风玻璃 有点危险'}
{'评论时间': '2024-02-07 18:07:52', 'IP属地': '陕西', '评论内容': '评论区都说宫寒，带手套拿就行了哇'}
{'评论时间': '2024-02-07 20:44:54', 'IP属地': '浙江', '评论内容': '你在不清理，压压都十公分厚了'}
{'评论时间': '2024-02-07 23:19:43', 'IP属地': '广东', '评论内容': '中国人，一家人'}
{'评论时间': '2024-02-07 03:21:23', 'IP属地': '山西', '评论内容': '我丰田卡罗拉加满油怠速三天还有一格油。不知道好多人为啥能说出油车坚持不了两天，没开过油车嘛'}
{'评论时间': '2024-02-07 13:09:19', 'IP属地': '广西', '评论内容': '说电车好的嘴硬那些人呢？怎么不出来喷了？手机也没电了吗'}
{'评论时间': '2024-02-07 01:40:16', 'IP属地': '陕西', '评论内容': '湖北加油！'}
{'评论时间': '2024-02-07 02:00:38', 'IP属地': '山西', '评论内容': '军大衣，护膝，雷锋帽！手持羊羔！我去武汉做开路先锋！'}
{'评论时间': '2024-02-07 06:59:45', 'IP属地': '广东', '评论内容': '哇塞，我一个潮汕人看了，好想去帮你撬撬，感觉好解压'}
{'评论时间': '2024-02-07 17:33:30', 'IP属地': '河南', '评论内容': '自动定位冻雨专门下湖北，我们大河南就是不下气人不气人'}
{'评论时间': '2024-02-07 08:15:19', 'IP属地': '天津', '评论内容': '全国人民大团结万岁！'}
{'评论时间': '2024-02-07 15:51:35', 'IP属地': '四川', '评论内容': '我还在走路，评论区的人都已经坐高铁了'}
{'评论时间': '2024-02-07 00:19:56', 'IP属地': '江苏', '评论内容': '作为一个江苏人，为湖北发声，希望大家理解一点，湖北不经常下雪，铲雪车少很正常，这次湖北下的是冻雨，和河南的雪不一样，雪好处理，冻雨难处理，希望大家理解。希望湖北给我发个媳妇'}
{'评论时间': '2024-02-07 12:28:02', 'IP属地': '四川', '评论内容': '信不信油车又要涨一波价，电车又要跌一波价。'}
{'评论时间': '2024-02-07 18:56:38', 'IP属地': '云南', '评论内容': '还好没有法律规定喷子要承担法律责任'}
{'评论时间': '2024-02-07 13:38:42', 'IP属地': '江西', '评论内容': '我在江西婺源 为湖北点赞'}
{'评论时间': '2024-02-07 06:48:04', 'IP属地': '江西', '评论内容': '最美城市，湖北加油。'}
{'评论时间': '2024-02-07 19:13:56', 'IP属地': '湖南', '评论内容': '刚刚碰到一个踩急刹车的车顶的雪全落前面了'}
{'评论时间': '2024-02-07 10:53:14', 'IP属地': '江西', '评论内容': '这是对电车销售最大的利空'}
{'评论时间': '2024-02-07 19:16:22', 'IP属地': '安徽', '评论内容': '这要是冻雨的话，北方每年都这样'}
{'评论时间': '2024-02-07 00:35:41', 'IP属地': '湖北', '评论内容': '感谢你为我们湖北发声！'}
{'评论时间': '2024-02-07 06:28:01', 'IP属地': '浙江', '评论内容': '节假日敢用电车开长途的确实都是新电车司机'}
{'评论时间': '2024-02-07 04:59:47', 'IP属地': '青海', '评论内容': '如果再出现疫情防控，会不会电车更省油'}
{'评论时间': '2024-02-07 09:32:25', 'IP属地': '海南', '评论内容': '中国人不缺的就是团结'}
{'评论时间': '2024-02-07 12:52:33', 'IP属地': '广西', '评论内容': '到底谁在骂他们啊？！这是天灾，不是他们的错！真是无语了，各行人员都在努力，不懂道理吗？'}
{'评论时间': '2024-02-07 08:58:42', 'IP属地': '安徽', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 16:54:08', 'IP属地': '山西', '评论内容': '就是你这个手势看着咋这么那啥'}
{'评论时间': '2024-02-07 05:03:15', 'IP属地': '河北', '评论内容': '虽然冷点但是比油车省钱啊'}
{'评论时间': '2024-02-07 09:36:55', 'IP属地': '海南', '评论内容': '这时候感觉还是可油可电的混动车比较好！'}
{'评论时间': '2024-02-07 08:16:37', 'IP属地': '内蒙古', '评论内容': '嗯嗯，不错不错！东北人爱看'}
{'评论时间': '2024-02-07 01:15:12', 'IP属地': '湖北', '评论内容': '冻雨不可怕，可怕的是内奸喷子'}
{'评论时间': '2024-02-07 11:44:25', 'IP属地': '陕西', '评论内容': '高速上下雪后视镜完全看不见，我当时要疯了'}
{'评论时间': '2024-02-07 22:53:06', 'IP属地': '湖北', '评论内容': '谢谢一莎老师为我们湖北发言'}
{'评论时间': '2024-02-07 15:33:29', 'IP属地': '山东', '评论内容': '旁边的树还带叶子，还没压断，说明就是雪，冻雨会把树枝压断的'}
{'评论时间': '2024-02-07 10:31:19', 'IP属地': '山东', '评论内容': '电车省油'}
{'评论时间': '2024-02-07 16:38:18', 'IP属地': '江苏', '评论内容': '好铲的叫雪，难产的叫冻雨！'}
{'评论时间': '2024-02-07 14:03:06', 'IP属地': '湖北', '评论内容': '这玩意嘎喷子比较利'}
{'评论时间': '2024-02-07 22:59:24', 'IP属地': '河北', '评论内容': '武汉这几年是怎么啦'}
{'评论时间': '2024-02-07 21:23:53', 'IP属地': '山东', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 17:23:00', 'IP属地': '重庆', '评论内容': '我们这边在下雨，湖北下雨了吗，祈求老天别在让湖北下雨了，让回家的人早日回去与家人团聚'}
{'评论时间': '2024-02-07 17:50:24', 'IP属地': '四川', '评论内容': '这种情况保险、赔不赔'}
{'评论时间': '2024-02-07 14:31:44', 'IP属地': '广东', '评论内容': '中国大文化的传承'}
{'评论时间': '2024-02-07 19:42:08', 'IP属地': '广东', '评论内容': '这个是天灾，叫老天爷赔就行了'}
{'评论时间': '2024-02-07 19:24:41', 'IP属地': '贵州', '评论内容': '永远被我们的人民感动'}
{'评论时间': '2024-02-07 05:58:13', 'IP属地': '江苏', '评论内容': '这样恶劣天气  一般都是百年一遇   你觉得你买辆电车能开一百年'}
{'评论时间': '2024-02-07 23:30:08', 'IP属地': '重庆', '评论内容': '我看那个崽舅子敢骂湖北'}
{'评论时间': '2024-02-07 19:26:30', 'IP属地': '江苏', '评论内容': '高速开一个小时后一个急刹，您猜怎么着'}
{'评论时间': '2024-02-07 18:32:18', 'IP属地': '湖北', '评论内容': '这是湖北的冻雨，北方有吗'}
{'评论时间': '2024-02-07 18:32:05', 'IP属地': '河北', '评论内容': '前两年冰雹把我前挡玻璃砸了，走的保险'}
{'评论时间': '2024-02-07 04:32:49', 'IP属地': '四川', '评论内容': '谁都想回家，愿平安，回家的游子们'}
{'评论时间': '2024-02-07 03:45:25', 'IP属地': '山东', '评论内容': '南方人说北方人不懂'}
{'评论时间': '2024-02-07 15:37:45', 'IP属地': '河南', '评论内容': '我河南老乡们都被骂得保持沉默了'}
{'评论时间': '2024-02-07 13:16:25', 'IP属地': '浙江', '评论内容': '相对于武汉高铁的道歉，再去看看湖北的南航公司，真是可笑'}
{'评论时间': '2024-02-07 16:36:19', 'IP属地': '安徽', '评论内容': '疫情全国保武汉'}
{'评论时间': '2024-02-07 17:33:26', 'IP属地': '江西', '评论内容': '湖北人拍视频拍的比较好'}
{'评论时间': '2024-02-07 19:43:07', 'IP属地': '山东', '评论内容': '湖北人民好样的，湖北高速差点意思'}
{'评论时间': '2024-02-07 18:12:57', 'IP属地': '河北', '评论内容': '老实人看评论区'}
{'评论时间': '2024-02-07 12:28:40', 'IP属地': '重庆', '评论内容': '推广电车的舔狗赶紧的'}
{'评论时间': '2024-02-07 01:33:51', 'IP属地': '湖北', '评论内容': '来打雪仗'}
{'评论时间': '2024-02-07 15:51:12', 'IP属地': '河北', '评论内容': '说到底还是经验不足，可以寻求有经验的省份进行特种支援，虽然北方没有冻雨，但雨夹雪也挺可怕的'}
{'评论时间': '2024-02-07 18:05:42', 'IP属地': '安徽', '评论内容': '自然灾害，保险免赔，自己修修算了。毕竟一切都是天意，天意不可违'}
{'评论时间': '2024-02-07 18:19:34', 'IP属地': '河南', '评论内容': '为了不担责这个甩给冻雨'}
{'评论时间': '2024-02-07 12:26:44', 'IP属地': '广东', '评论内容': '就是不理解电动车上高速'}
{'评论时间': '2024-02-07 02:14:29', 'IP属地': '黑龙江', '评论内容': '东北司机告诉你，我们只扫风挡'}
{'评论时间': '2024-02-07 09:45:42', 'IP属地': '广东', '评论内容': '人在湖北，IP在广东'}
{'评论时间': '2024-02-07 15:01:50', 'IP属地': '江苏', '评论内容': '节假日开油车  电车只能在市区转转'}
{'评论时间': '2024-02-07 19:31:44', 'IP属地': '湖北', '评论内容': '湖北人好样的'}
{'评论时间': '2024-02-07 00:39:35', 'IP属地': '贵州', '评论内容': '我仍然要回家过年 湖北黄石人 后天出发 一路平安 一起加油 谢谢大家'}
{'评论时间': '2024-02-07 18:20:45', 'IP属地': '安徽', '评论内容': '中国正能量发光体越来越多'}
{'评论时间': '2024-02-07 18:03:21', 'IP属地': '湖北', '评论内容': '河南人嘴硬，把河南的车开过来试试'}
{'评论时间': '2024-02-07 11:50:06', 'IP属地': '浙江', '评论内容': '别造谣 各个主播开电车都在嘲讽油车灯都不敢开 电车车上热的出汗 你们别造谣'}
{'评论时间': '2024-02-07 15:04:59', 'IP属地': '辽宁', '评论内容': '还是我们东北除雪速度牛'}
{'评论时间': '2024-02-07 12:27:43', 'IP属地': '河北', '评论内容': '这这么大，听过雨，雪，雨夹雪，第一次听说冻雨，又出新名词了'}
{'评论时间': '2024-02-07 10:56:11', 'IP属地': '云南', '评论内容': '我个人还是很觉得油车好'}
{'评论时间': '2024-02-07 12:32:52', 'IP属地': '广西', '评论内容': '打雪仗是为了杀死对方吗？'}
{'评论时间': '2024-02-07 13:52:10', 'IP属地': '广东', '评论内容': '感谢湖北人民'}
{'评论时间': '2024-02-07 18:46:01', 'IP属地': '北京', '评论内容': '好样的湖北人'}
{'评论时间': '2024-02-07 14:52:28', 'IP属地': '广西', '评论内容': '好玩'}
{'评论时间': '2024-02-07 18:00:16', 'IP属地': '湖南', '评论内容': '湖北加油 湘湘也加油'}
{'评论时间': '2024-02-07 09:09:23', 'IP属地': '福建', '评论内容': '今年保险公司哭死了'}
{'评论时间': '2024-02-07 06:34:50', 'IP属地': '河北', '评论内容': '三年没回家了，就是下刀子，我也要回家看看我刚满一岁的孩子'}
{'评论时间': '2024-02-07 19:05:13', 'IP属地': '辽宁', '评论内容': '为啥南方下场雪就成灾了呢，东北年年下大雪怎么就没事呢'}
{'评论时间': '2024-02-07 15:13:09', 'IP属地': '浙江', '评论内容': '不用着急推卸责任，没人怪谁，北方冰雪到南方肯定是灾难，就像南方的特大暴雨到北方同样是灾难'}
{'评论时间': '2024-02-07 01:38:24', 'IP属地': '福建', '评论内容': '的确很解压'}
{'评论时间': '2024-02-07 17:37:19', 'IP属地': '江苏', '评论内容': '湖北领导马上拿冻雨说事'}
{'评论时间': '2024-02-07 12:10:35', 'IP属地': '浙江', '评论内容': '油车暖风可以不开，机舱热度会传导进来，所以，一个晚上开着也费不了多少油'}
{'评论时间': '2024-02-07 04:50:13', 'IP属地': '吉林', '评论内容': '知道为啥东北冬天要提前20分钟热车了吗'}
{'评论时间': '2024-02-07 11:08:38', 'IP属地': '河南', '评论内容': '还的是电车，毕竟省油呀'}
{'评论时间': '2024-02-07 12:12:00', 'IP属地': '贵州', '评论内容': '哈哈哈，其实没啥的，因为我没出过省，所以我认为南方和海南一样永远不下雪，我才不管他冻不冻雨呢，我在这装科普，其实是想展现一下咱北方人在下雪除雪这方面的优越感，就想装个13，就想踩一下你们湖北人，顺带连你们全南方人都踩一遍，咋滴，不服噢'}
{'评论时间': '2024-02-07 09:26:32', 'IP属地': '江苏', '评论内容': '我爸在湖北武汉，哪里下大雪，火车动不了，不然他早回来了'}
{'评论时间': '2024-02-07 10:58:09', 'IP属地': '湖南', '评论内容': '北方的键盘侠 打雪仗吗'}
{'评论时间': '2024-02-07 11:18:19', 'IP属地': '湖北', '评论内容': '武汉加油'}
{'评论时间': '2024-02-07 10:07:31', 'IP属地': '湖北', '评论内容': '长沙的冻雨比武汉更冻'}
{'评论时间': '2024-02-07 16:29:44', 'IP属地': '山东', '评论内容': '冻雨，那人搁外面外出不得变成冰雕'}
{'评论时间': '2024-02-07 11:10:32', 'IP属地': '江西', '评论内容': '我也好想去做好事！奈何我们这不下雪！'}
{'评论时间': '2024-02-07 10:05:29', 'IP属地': '河南', '评论内容': '别再砸了，你们湖北的领导已经无地自容了'}
{'评论时间': '2024-02-07 18:56:47', 'IP属地': '广东', '评论内容': '领导出门考察他们反应能力就一流，还有查车，其它的'}
{'评论时间': '2024-02-07 15:03:31', 'IP属地': '安徽', '评论内容': '我家小区铲的慢压实了 这也是冻雨嘛'}
{'评论时间': '2024-02-07 23:17:05', 'IP属地': '湖北', '评论内容': '这也没及时清理，那也没及时清理，你用键盘来清理吧，'}
{'评论时间': '2024-02-07 14:40:43', 'IP属地': '湖北', '评论内容': '评论区里有魔鬼！'}
{'评论时间': '2024-02-07 15:25:43', 'IP属地': '福建', '评论内容': '虽然但是好好玩的亚子'}
{'评论时间': '2024-02-07 03:21:59', 'IP属地': '黑龙江', '评论内容': '这也就是你们南方，在东北你试试，拿一桶水在室外，往车上浇水'}
{'评论时间': '2024-02-07 12:53:52', 'IP属地': '上海', '评论内容': '揪心！老天就不能好好让人们回家过个年吗'}
{'评论时间': '2024-02-07 20:18:37', 'IP属地': '广东', '评论内容': '保险保险搞定'}
{'评论时间': '2024-02-07 17:57:51', 'IP属地': '河南', '评论内容': '去麦地录个视频让全国网友看看能不能滑冰'}
{'评论时间': '2024-02-07 00:17:55', 'IP属地': '河南', '评论内容': '要鼻子不？北方下雪不都这样吗？我的电动四轮也是这样冻的死死的，浇点自来水吧，啥都没有了'}
{'评论时间': '2024-02-07 12:42:43', 'IP属地': '北京', '评论内容': '笑死了，大概6公分'}
{'评论时间': '2024-02-07 23:44:44', 'IP属地': '湖南', '评论内容': '再骂老表我就发癫咬死你们所有骂老表的人'}
{'评论时间': '2024-02-07 13:52:33', 'IP属地': '黑龙江', '评论内容': '我们东北需要被科普！'}
{'评论时间': '2024-02-07 23:47:47', 'IP属地': '北京', '评论内容': '我离开武汉那天，路上跟出租车师傅聊天还说，后面你们要注意大冰溜子了，你多提醒客人'}
{'评论时间': '2024-02-07 15:25:18', 'IP属地': '河南', '评论内容': '路上下冻雨，路边下雪！'}
{'评论时间': '2024-02-07 13:41:16', 'IP属地': '湖北', '评论内容': '感谢一沙老师为湖北发声，说的我都要流泪了，这个视频传到哪里了？'}
{'评论时间': '2024-02-07 01:46:21', 'IP属地': '山西', '评论内容': '拍拍湖北宝宝，世间总有恶人，但是大家总归来说还是一家人。希望宝宝们早日度过难关，快快回家，过团圆年，吃团圆饭'}
{'评论时间': '2024-02-07 23:54:12', 'IP属地': '浙江', '评论内容': '天灾无情人有情'}
{'评论时间': '2024-02-07 23:18:19', 'IP属地': '广东', '评论内容': '好好玩的感觉'}
{'评论时间': '2024-02-07 15:52:54', 'IP属地': '江西', '评论内容': '我看谁敢骂湖北'}
{'评论时间': '2024-02-07 11:13:24', 'IP属地': '吉林', '评论内容': '看你视频十次哭九次'}
{'评论时间': '2024-02-07 09:53:48', 'IP属地': '河北', '评论内容': '不懂就问：冻雨落到地上就是这样吗？如果还没等他到六厘米就及时清除了行不？'}
{'评论时间': '2024-02-07 15:42:16', 'IP属地': '广东', '评论内容': '我感觉在推销车子'}
{'评论时间': '2024-02-07 13:48:10', 'IP属地': '湖南', '评论内容': '车子加热三个小时，火力全开化冰，然后车子还可以开走，到底是油车还是电车？WEY这么给力的么？'}
{'评论时间': '2024-02-07 00:27:05', 'IP属地': '湖北', '评论内容': '客观的来说这个是清理的迟了点，我家门口下第一场雪的时候铲一条道还好铲，晚上又下了一晚上第二天早上铲过的地方也好铲，那没铲过的地方就冻上了铲不动了'}
{'评论时间': '2024-02-07 10:42:02', 'IP属地': '安徽', '评论内容': '这几天，湖北高速该不该免费'}
{'评论时间': '2024-02-07 08:20:46', 'IP属地': '山东', '评论内容': '可以求助东北   咨询一下下雪天怎样开车'}
{'评论时间': '2024-02-07 12:52:54', 'IP属地': '浙江', '评论内容': '电油都有的人表示，要出远门的还是油车吧，电车还是家用香。'}
{'评论时间': '2024-02-07 09:35:32', 'IP属地': '江苏', '评论内容': '湖北领导可以回家卖红薯了'}
{'评论时间': '2024-02-07 14:41:16', 'IP属地': '湖北', '评论内容': '不建议房顶的冰锥掉下来但没砸到我，注意力被引过去我在野区被蹲了'}
{'评论时间': '2024-02-07 07:02:44', 'IP属地': '山西', '评论内容': '好解压'}
{'评论时间': '2024-02-07 06:57:36', 'IP属地': '黑龙江', '评论内容': '全国一家亲'}
{'评论时间': '2024-02-07 00:54:34', 'IP属地': '河南', '评论内容': '拼车开空调，，，'}
{'评论时间': '2024-02-07 11:07:17', 'IP属地': '山西', '评论内容': '咋说呢。我看到的是还在下雪的时候大街上就开始清理了。一边下雪一边清雪'}
{'评论时间': '2024-02-07 21:13:45', 'IP属地': '江苏', '评论内容': '就湖北的人知道冻雨'}
{'评论时间': '2024-02-07 00:51:32', 'IP属地': '江苏', '评论内容': '保险公司的老总会不会哭晕在厕所里？'}
{'评论时间': '2024-02-07 16:57:04', 'IP属地': '河南', '评论内容': '湖北：这不是化了吗'}
{'评论时间': '2024-02-07 02:19:26', 'IP属地': '贵州', '评论内容': '想省油的人买电车，想省电的人买油车'}
{'评论时间': '2024-02-07 09:24:32', 'IP属地': '四川', '评论内容': '这就是中国人的团结'}
{'评论时间': '2024-02-07 04:09:13', 'IP属地': '广东', '评论内容': '买电车的人都是为了省油线，其实不省钱也不省心'}
{'评论时间': '2024-02-07 14:45:45', 'IP属地': '河南', '评论内容': '全湖北都在給网友普及啥叫冬雨，不得不说湖北人民是真护犊子啊'}
{'评论时间': '2024-02-07 03:54:33', 'IP属地': '山东', '评论内容': '我记得有一年交警带队押车开慢点，不就能回家过年了'}
{'评论时间': '2024-02-07 05:32:02', 'IP属地': '湖南', '评论内容': '已经三天不出门了，基本床上躺着'}
{'评论时间': '2024-02-07 00:32:14', 'IP属地': '新疆', '评论内容': '挖机功能多，除雪就属它，给师傅点赞'}
{'评论时间': '2024-02-07 16:08:17', 'IP属地': '湖南', '评论内容': '北方的朋友这下知道我们为什么不打雪仗了吧'}
{'评论时间': '2024-02-07 11:31:40', 'IP属地': '湖北', '评论内容': '这冻雨比男人还粘人'}
{'评论时间': '2024-02-07 07:42:06', 'IP属地': '湖北', '评论内容': '那么着急回家自己下去铲阿，实在不行创过去呗 出车祸死的又不是我'}
{'评论时间': '2024-02-07 10:45:48', 'IP属地': '山东', '评论内容': '在这里我要特别感谢一下湖北省的网友，通过这场雨雪让我知道什么是冻雨，要不然我活这么大都没听过冻雨这个词'}
{'评论时间': '2024-02-07 16:59:55', 'IP属地': '河南', '评论内容': '湖北有个地方叫随州专业生产破冰车除雪车'}
{'评论时间': '2024-02-07 07:34:50', 'IP属地': '湖北', '评论内容': '你有点憨，你把车倒过来车顶的冰就自己掉了'}
{'评论时间': '2024-02-07 11:55:41', 'IP属地': '福建', '评论内容': '不是说。电车开空调不费电吗？'}
{'评论时间': '2024-02-07 23:12:20', 'IP属地': '中国香港', '评论内容': '在给北方人解释路面上的这是冻雨'}
{'评论时间': '2024-02-07 09:50:22', 'IP属地': '湖北', '评论内容': '还有我买的混动车，满油满电开3天3夜空调都不怕'}
{'评论时间': '2024-02-07 00:39:02', 'IP属地': '江苏', '评论内容': '你们是没看到天气预报说要下大雪前十几个小时，南京的高速和绕城高架，所有除雪车辆设备机械在旁边小路就到现场排队等候了'}
{'评论时间': '2024-02-07 00:17:53', 'IP属地': '湖南', '评论内容': '湖北没盐，你们湖南也没盐吗？为什么不早点撒，还有你们湖南的车往树上开吗？把树上的都压实了。早点撒盐，边下边铲就不会这样了'}
{'评论时间': '2024-02-07 10:52:58', 'IP属地': '四川', '评论内容': '这就是我不买电车的原因'}
{'评论时间': '2024-02-07 14:36:38', 'IP属地': '湖南', '评论内容': '你不会玩寄过来给我我拍个视频教你玩'}
{'评论时间': '2024-02-07 08:36:52', 'IP属地': '湖南', '评论内容': '以后别人骂东北和河南不会再帮他们说话了'}
{'评论时间': '2024-02-07 09:09:39', 'IP属地': '湖北', '评论内容': '活该喷子回不了家'}
{'评论时间': '2024-02-07 10:45:19', 'IP属地': '山东', '评论内容': '湖北缺盐，大家赶紧给湖北捐盐'}
{'评论时间': '2024-02-07 01:10:08', 'IP属地': '黑龙江', '评论内容': '给你看看东北如何清理冰层'}
{'评论时间': '2024-02-07 11:30:55', 'IP属地': '上海', '评论内容': '高峰时段寒冷的冬季🥶建议走国道，老司机经验'}
{'评论时间': '2024-02-07 09:29:23', 'IP属地': '湖北', '评论内容': '外省人看见这个视频就失明了'}
{'评论时间': '2024-02-07 08:20:39', 'IP属地': '湖南', '评论内容': '别的不说，我就想知道北方有人刷到没'}
{'评论时间': '2024-02-07 10:53:54', 'IP属地': '湖北', '评论内容': '“下冻雨的时候就得抖，边下边抖'}
{'评论时间': '2024-02-07 08:00:39', 'IP属地': '江苏', '评论内容': '湖北真的太难了'}
{'评论时间': '2024-02-07 06:50:11', 'IP属地': '广东', '评论内容': '好好玩'}
{'评论时间': '2024-02-07 17:28:52', 'IP属地': '湖北', '评论内容': '喷子：“为什么不撒盐？你们为什么不提前铲？”'}
{'评论时间': '2024-02-07 17:16:08', 'IP属地': '海南', '评论内容': '换车玻璃的生意来了，'}
{'评论时间': '2024-02-07 13:09:06', 'IP属地': '山东', '评论内容': '看好几天评论了，一直没说话，我大体总结了一下湖北同胞的意思:我们这下的是冻雨，雨雪在下没办法清，前面清了，后面又下又冻住了，就得停了再清'}
{'评论时间': '2024-02-07 23:05:40', 'IP属地': '陕西', '评论内容': '感觉ni\u2006hao\u2006ben'}
{'评论时间': '2024-02-07 22:27:18', 'IP属地': '河南', '评论内容': '这叫冻雨？？？？？？？？幸亏见过下大雪之后雪被压实的样子'}
{'评论时间': '2024-02-07 00:03:24', 'IP属地': '湖南', '评论内容': '冻雨不仅冷，还会导致树木折倒，路上山上的树成片成片的倒，走马路上都怕头上掉树枝下来'}
{'评论时间': '2024-02-07 13:02:53', 'IP属地': '湖南', '评论内容': '作为一个20年的老司机，给在座的各位一些忠告，想省油的就买电车，想省电的就买油车'}
{'评论时间': '2024-02-07 12:31:59', 'IP属地': '广西', '评论内容': '不是都说电车好吗'}
{'评论时间': '2024-02-07 08:27:47', 'IP属地': '辽宁', '评论内容': '这不就是雪吗，还整个冻雨，顶多算雨夹雪'}
{'评论时间': '2024-02-07 19:50:24', 'IP属地': '广东', '评论内容': '清理肯定是不好清理，跟冻不冻雨没啥关系，叫法不同。东北下完雪白天开化晚上结冰也这样。这活我在东北从初中干到大学毕业，每年冬天的噩梦，下雪就带锹，停课清雪。现在的孩子好了 ，下雪直接放假。'}
{'评论时间': '2024-02-07 17:38:52', 'IP属地': '福建', '评论内容': '今年大雪推车的视频来两个看看'}
{'评论时间': '2024-02-07 13:49:33', 'IP属地': '湖北', '评论内容': '湖北人谢谢您'}
{'评论时间': '2024-02-07 07:59:44', 'IP属地': '广东', '评论内容': '广东省普宁市占陇镇占苏村，我看到了，湖北'}
{'评论时间': '2024-02-07 17:13:08', 'IP属地': '河南', '评论内容': '市内道路，都是本地人经过，也就是给大家普及冻雨的这些人'}
{'评论时间': '2024-02-07 16:53:54', 'IP属地': '天津', '评论内容': '政府部门都是有预案的，天气都提前预报了，什么雪都要及时清理，不能过夜，冻上了就呵呵啦'}
{'评论时间': '2024-02-07 18:20:55', 'IP属地': '青海', '评论内容': '我们这年年下雪，如果清理不及时，雪积厚压实就变成冰了，湖北还是经验不足'}
{'评论时间': '2024-02-07 17:34:24', 'IP属地': '广东', '评论内容': '司机朋友们别急，我马上过来卖头盔'}
{'评论时间': '2024-02-07 18:06:55', 'IP属地': '广东', '评论内容': '湖北事真多'}
{'评论时间': '2024-02-07 13:41:24', 'IP属地': '河南', '评论内容': '湖北加油'}
{'评论时间': '2024-02-07 12:21:08', 'IP属地': '广东', '评论内容': '为什么不发明一台只要加点汽油，就可以帮电车冲电的机器？'}
{'评论时间': '2024-02-07 12:53:02', 'IP属地': '湖北', '评论内容': '一出门就摔'}
{'评论时间': '2024-02-07 14:48:31', 'IP属地': '广西', '评论内容': '北方人就没人请我去刮冰吗，我看着很解压'}
