{'评论时间': '2024-02-09 17:01:39', 'IP属地': '安徽', '评论内容': '感动了'}
{'评论时间': '2024-02-09 21:12:36', 'IP属地': '山西', '评论内容': '这下你的非机动车走机动车道的处罚可以免除，因为交警蜀黍说确实滑'}
{'评论时间': '2024-02-09 09:33:05', 'IP属地': '广西', '评论内容': '你用力不够啊'}
{'评论时间': '2024-02-09 03:27:11', 'IP属地': '黑龙江', '评论内容': '一层冰最好清除啦'}
{'评论时间': '2024-02-09 00:06:53', 'IP属地': '广东', '评论内容': '我是有多无聊啊，看完了'}
{'评论时间': '2024-02-09 01:40:45', 'IP属地': '广东', '评论内容': '厉害'}
{'评论时间': '2024-02-09 13:09:38', 'IP属地': '湖北', '评论内容': '喷子：撒盐，喷融雪剂，车压实了，雨夹雪，为什么不早点铲雪，为什么不一直清理，我们东北就是提前撒盐然后及时把雪铲走，没能力就是没能力，你怎么这么犟'}
{'评论时间': '2024-02-09 07:29:45', 'IP属地': '湖南', '评论内容': '我发现河南河北还有浙江喷的人多'}
{'评论时间': '2024-02-09 07:29:02', 'IP属地': '云南', '评论内容': '这么硬，不容易啊'}
{'评论时间': '2024-02-09 11:35:59', 'IP属地': '内蒙古', '评论内容': '作为一个人中国人，半个中国都有的东西我要从科普中学习它的学名，'}
{'评论时间': '2024-02-09 00:08:46', 'IP属地': '河北', '评论内容': '我最喜欢喝这个状态的啤酒'}
{'评论时间': '2024-02-09 06:15:42', 'IP属地': '广东', '评论内容': '这次说明钱赚多少不重要，留着家乡工作是最幸福的事，所以最好不要出外这么远工作，难道在湖北没工作吗'}
{'评论时间': '2024-02-09 09:56:25', 'IP属地': '山东', '评论内容': '我以为最后车会没油了'}
{'评论时间': '2024-02-09 23:16:21', 'IP属地': '江苏', '评论内容': '对准门把手 小个便'}
{'评论时间': '2024-02-09 03:55:43', 'IP属地': '河南', '评论内容': '不赶紧疏通道路一直在解释，在解释两天都他妈的融化了'}
{'评论时间': '2024-02-09 14:31:49', 'IP属地': '福建', '评论内容': '好车！需要咣咣咣的砸来感应'}
{'评论时间': '2024-02-09 22:18:42', 'IP属地': '陕西', '评论内容': '"我跑得比高铁还快"终于不再是吹牛了'}
{'评论时间': '2024-02-09 08:35:53', 'IP属地': '山东', '评论内容': '我从小就知道，下雪后要及时清理，要不下边结冰了很难清理'}
{'评论时间': '2024-02-09 05:23:04', 'IP属地': '吉林', '评论内容': '东北为湖北人点赞，'}
{'评论时间': '2024-02-09 00:19:13', 'IP属地': '湖北', '评论内容': '今天大太阳事多有点忙，热地只穿件毛衫了。想想前两天冷地皮脸流'}
{'评论时间': '2024-02-09 08:18:55', 'IP属地': '广东', '评论内容': '中国龙，好样的！'}
{'评论时间': '2024-02-09 01:17:47', 'IP属地': '安徽', '评论内容': '我是安徽的，你说的我都笑了，前面是雨夹雪，后面是雪，被说成冻雨'}
{'评论时间': '2024-02-09 02:08:31', 'IP属地': '湖北', '评论内容': '湖北，是全世界的骄傲'}
{'评论时间': '2024-02-09 11:09:39', 'IP属地': '广东', '评论内容': '很心疼'}
{'评论时间': '2024-02-09 14:33:23', 'IP属地': '安徽', '评论内容': '安徽看见了'}
{'评论时间': '2024-02-09 23:24:18', 'IP属地': '福建', '评论内容': '玄冰龙翔'}
{'评论时间': '2024-02-09 08:07:00', 'IP属地': '贵州', '评论内容': '一大清早的，看见交警大哥这么其心'}
{'评论时间': '2024-02-09 16:18:28', 'IP属地': '广东', '评论内容': '鄂鄂加油'}
{'评论时间': '2024-02-09 03:56:10', 'IP属地': '湖南', '评论内容': '一大波河南人赶来的路上'}
{'评论时间': '2024-02-09 08:53:53', 'IP属地': '四川', '评论内容': '他们说不是雪吗'}
{'评论时间': '2024-02-09 02:41:32', 'IP属地': '湖北', '评论内容': '河南网友不相信冻雨'}
{'评论时间': '2024-02-09 11:48:51', 'IP属地': '甘肃', '评论内容': '老天爷咋就不放过湖北呢，疫情才刚过去呀！'}
{'评论时间': '2024-02-09 11:37:07', 'IP属地': '辽宁', '评论内容': '要是我开着后面白车，我都得蒙圈啦'}
{'评论时间': '2024-02-09 22:28:00', 'IP属地': '江苏', '评论内容': '家里还是买两台车吧  电车当玩具代步，油车跑个长途，应对个恶劣天气'}
{'评论时间': '2024-02-09 04:42:35', 'IP属地': '河南', '评论内容': '湖北，加油！你们的努力全国人民都看到了！'}
{'评论时间': '2024-02-09 00:57:45', 'IP属地': '河南', '评论内容': '为我们湖北人加油点赞'}
{'评论时间': '2024-02-09 20:32:19', 'IP属地': '河北', '评论内容': '不厚道我笑了'}
{'评论时间': '2024-02-09 11:05:14', 'IP属地': '上海', '评论内容': '“这个世界为什么出现网曝，如果在2018年，他们会这么说吗？”'}
{'评论时间': '2024-02-09 19:43:55', 'IP属地': '江苏', '评论内容': '实在不好意思，忍不住啊'}
{'评论时间': '2024-02-09 02:28:17', 'IP属地': '湖北', '评论内容': '有没有人统计哪个省的喷子最多'}
{'评论时间': '2024-02-09 02:05:24', 'IP属地': '江苏', '评论内容': '我的眼眶湿润了'}
{'评论时间': '2024-02-09 12:10:24', 'IP属地': '河南', '评论内容': '请假几日，苦四方。党员表率觉悟高 ，为民为国几日休，来年争取一年假 '}
{'评论时间': '2024-02-09 11:03:26', 'IP属地': '陕西', '评论内容': '北极不如湖北冻雨'}
{'评论时间': '2024-02-09 08:36:28', 'IP属地': '河北', '评论内容': '电瓶车就电瓶车，还新能源，你看看部队哪个不是烧柴油的，为啥？可靠呗，关键时刻不会掉链子'}
{'评论时间': '2024-02-09 03:30:02', 'IP属地': '安徽', '评论内容': '东北有个词叫滴水成冰，见怪不怪的'}
{'评论时间': '2024-02-09 00:56:38', 'IP属地': '湖北', '评论内容': '唉，2024年的夏天，武汉没有阴凉了'}
{'评论时间': '2024-02-09 01:04:59', 'IP属地': '河北', '评论内容': '0度不会结冰'}
{'评论时间': '2024-02-09 00:29:20', 'IP属地': '浙江', '评论内容': '杭州这边下雪立马就有很多铲雪车来回在高速上'}
{'评论时间': '2024-02-09 20:16:00', 'IP属地': '安徽', '评论内容': '真的很执着！'}
{'评论时间': '2024-02-09 21:04:44', 'IP属地': '江西', '评论内容': '冻雨是一天下的，不要在推卸责任了，看看人家河南，边下边铲，怎么把自己洗的白'}
{'评论时间': '2024-02-09 12:21:58', 'IP属地': '新疆', '评论内容': '买一瓶矿泉水，盖子上戳俩小洞，一赤就好了'}
{'评论时间': '2024-02-09 15:04:03', 'IP属地': '湖南', '评论内容': '老表他们怎么了，他们又没错'}
{'评论时间': '2024-02-09 17:23:27', 'IP属地': '辽宁', '评论内容': '东北看笑抽了'}
{'评论时间': '2024-02-09 03:07:42', 'IP属地': '江西', '评论内容': '这地方太有魔力了'}
{'评论时间': '2024-02-09 01:28:43', 'IP属地': '陕西', '评论内容': '谁骂 来我看看谁骂'}
{'评论时间': '2024-02-09 19:12:23', 'IP属地': '山东', '评论内容': '这玩意要用压路机，要开震动才行'}
{'评论时间': '2024-02-09 08:24:10', 'IP属地': '湖南', '评论内容': '不许你们骂鄂鄂'}
{'评论时间': '2024-02-09 16:07:09', 'IP属地': '湖北', '评论内容': '嗯'}
{'评论时间': '2024-02-09 19:14:06', 'IP属地': '山东', '评论内容': '很简单，看看两省交界处就明白了，冻雨专挑湖北下'}
{'评论时间': '2024-02-09 06:08:22', 'IP属地': '河北', '评论内容': '滴水成冰'}
{'评论时间': '2024-02-09 01:01:38', 'IP属地': '河南', '评论内容': '你家雨是这样流下来的'}
{'评论时间': '2024-02-09 23:13:03', 'IP属地': '四川', '评论内容': '中国有爱，湖北省人民有爱'}
{'评论时间': '2024-02-09 07:47:31', 'IP属地': '天津', '评论内容': '欣赏佳作为精彩点赞'}
{'评论时间': '2024-02-09 08:01:07', 'IP属地': '辽宁', '评论内容': '辽宁也看到了，湖北好样的'}
{'评论时间': '2024-02-09 00:24:51', 'IP属地': '河南', '评论内容': '好好玩我也想玩'}
{'评论时间': '2024-02-09 00:29:31', 'IP属地': '重庆', '评论内容': '小黑子'}
{'评论时间': '2024-02-09 07:03:55', 'IP属地': '海南', '评论内容': '海南看到了，湖北好样的'}
{'评论时间': '2024-02-09 15:37:51', 'IP属地': '辽宁', '评论内容': '谁开谁迷糊'}
{'评论时间': '2024-02-09 07:54:18', 'IP属地': '河南', '评论内容': '北方雨雪冰粒都下过！所以我们见怪不怪！'}
{'评论时间': '2024-02-09 02:08:15', 'IP属地': '广东', '评论内容': '中国人'}
{'评论时间': '2024-02-09 01:27:30', 'IP属地': '英国', '评论内容': '在武汉呆了三年 唯独今年离开了 下了大雪'}
{'评论时间': '2024-02-09 09:38:17', 'IP属地': '四川', '评论内容': '这不全军覆没么？'}
{'评论时间': '2024-02-09 13:46:51', 'IP属地': '广东', '评论内容': '用大铁锤一下子就可以了。'}
{'评论时间': '2024-02-09 09:56:49', 'IP属地': '福建', '评论内容': '这雨能洗地不'}
{'评论时间': '2024-02-09 10:43:40', 'IP属地': '湖北', '评论内容': '关关难过关关过 前路漫漫亦灿烂'}
{'评论时间': '2024-02-09 04:09:34', 'IP属地': '上海', '评论内容': '您是油车还是电车？'}
{'评论时间': '2024-02-09 09:26:59', 'IP属地': '山西', '评论内容': '你才见过几回雪还给雪起名字'}
{'评论时间': '2024-02-09 17:38:16', 'IP属地': '河南', '评论内容': '临近的河南界内咋没这么厚的呢？冻雨不敢过省界吗？'}
{'评论时间': '2024-02-09 14:10:21', 'IP属地': '黑龙江', '评论内容': '建议南方土豆这种天气出门带屁垫'}
{'评论时间': '2024-02-09 11:16:49', 'IP属地': '浙江', '评论内容': '交警:自己都尴尬死了'}
{'评论时间': '2024-02-09 12:33:26', 'IP属地': '浙江', '评论内容': '我认认真真的看完了，拿着铲子就出发了，后来发现，哦！我家车不需要铲雪！'}
{'评论时间': '2024-02-09 21:04:24', 'IP属地': '湖北', '评论内容': '想救冻雨得用电吹风'}
{'评论时间': '2024-02-09 02:47:44', 'IP属地': '湖北', '评论内容': '我累了，一个有经验的北方都损失惨重，反过来喷我们一个没经验的南方'}
{'评论时间': '2024-02-09 04:56:49', 'IP属地': '新疆', '评论内容': '湖北居然没有热干面，我看了那么多大雪的视频居然发现全国只有湖北没有热干面，我们这边除雪都是直接吃热干面的，每人吃一碗热干面之后他眼睛看到的所有雪跟冰都可以消失，我的天呐湖北居然没有热干面，他们太可怜了，有机会你们湖北的朋友一定要来我们这边体验一下热干面，实在不行打包带回去一点热干面也可以以备不时之需'}
{'评论时间': '2024-02-09 16:40:17', 'IP属地': '广西', '评论内容': '积极响应国家号召，全民支持新能源汽车发展，实行弯道超车计划，冻得光荣，冷得其所，所以我用油车'}
{'评论时间': '2024-02-09 17:38:32', 'IP属地': '北京', '评论内容': '哈哈哈哈哈哈，一起摔倒'}
{'评论时间': '2024-02-09 15:50:54', 'IP属地': '山东', '评论内容': '撒点盐 撒点盐 撒点盐 重要的事情说三遍'}
{'评论时间': '2024-02-09 01:08:12', 'IP属地': '浙江', '评论内容': '撒盐撒盐啊'}
{'评论时间': '2024-02-09 12:49:54', 'IP属地': '新疆', '评论内容': '同胞兄弟们回家了吗'}
{'评论时间': '2024-02-09 02:23:47', 'IP属地': '湖南', '评论内容': '好像那个头皮屑'}
{'评论时间': '2024-02-09 08:57:25', 'IP属地': '陕西', '评论内容': '拿喷枪烤，完美的设计'}
{'评论时间': '2024-02-09 08:20:11', 'IP属地': '陕西', '评论内容': '论地库的重要性'}
{'评论时间': '2024-02-09 12:19:55', 'IP属地': '天津', '评论内容': '智商交给外太空了   本来就冷还加冷水'}
{'评论时间': '2024-02-09 22:02:36', 'IP属地': '安徽', '评论内容': '果然名副其实，实至名归'}
{'评论时间': '2024-02-09 22:34:51', 'IP属地': '安徽', '评论内容': '开车之前先手机APP极速取暖就不会有这样的问题'}
{'评论时间': '2024-02-09 01:53:30', 'IP属地': '广西', '评论内容': '买块布包起来不行吗'}
{'评论时间': '2024-02-09 00:06:53', 'IP属地': '甘肃', '评论内容': '压过了一道道的车痕！'}
{'评论时间': '2024-02-09 01:09:27', 'IP属地': '吉林', '评论内容': '真用心了，把冰箱里的水拿出来玩'}
{'评论时间': '2024-02-09 00:07:59', 'IP属地': '山东', '评论内容': '我们北方人没有别的意思，就是说下雪要及时清理'}
{'评论时间': '2024-02-09 08:23:46', 'IP属地': '陕西', '评论内容': '天王老子来了也是懒。我们这秦岭山里零下20多，路上没有积住零，全靠养路工们第一时间清雪和撒溶雪剂，路边白雪挨挨，路上没有积雪。湖北人也太懒了'}
{'评论时间': '2024-02-09 19:34:45', 'IP属地': '湖北', '评论内容': '我们小区的梅花！'}
{'评论时间': '2024-02-09 00:47:07', 'IP属地': '贵州', '评论内容': '服了湖北的倔强了'}
{'评论时间': '2024-02-09 05:46:37', 'IP属地': '河南', '评论内容': '宜昌怎么就能清'}
{'评论时间': '2024-02-09 00:28:51', 'IP属地': '北京', '评论内容': '我看到最搞笑的评论，姨妈来了三天才想起来买姨妈巾'}
{'评论时间': '2024-02-09 00:31:04', 'IP属地': '湖北', '评论内容': '我是送菜的'}
{'评论时间': '2024-02-09 01:52:51', 'IP属地': '湖北', '评论内容': '高速路上'}
{'评论时间': '2024-02-09 11:36:29', 'IP属地': '河北', '评论内容': '其实我也不太懂，本来就是什么高兴的事，是好多人遭难的事也要吵。有什么好吵的出现事情就解决事情不就好了，'}
{'评论时间': '2024-02-09 20:54:27', 'IP属地': '湖北', '评论内容': '给湖北加个盖子，可以打开可以闭合那种，冻雨天气关好，只要雨不落到地面，地面不打湿就不会结冰啦！或者给湖北地下全部安地暖，保持地面温度0度以上，那雨落地也不会结冰啦！'}
{'评论时间': '2024-02-09 03:35:20', 'IP属地': '陕西', '评论内容': '这种天气就该坐在火炉旁边，煮灌灌茶喝'}
{'评论时间': '2024-02-09 10:48:43', 'IP属地': '吉林', '评论内容': '你们猜，东北有米有冻雨'}
{'评论时间': '2024-02-09 11:48:57', 'IP属地': '山东', '评论内容': '为啥三峡之前没有冻雨'}
{'评论时间': '2024-02-09 11:38:34', 'IP属地': '广东', '评论内容': '成为最大的借口'}
{'评论时间': '2024-02-09 17:36:56', 'IP属地': '河南', '评论内容': '早点弄也不至于这样啊'}
{'评论时间': '2024-02-09 18:18:55', 'IP属地': '重庆', '评论内容': '就不能整块整块弄下来吗，急死人'}
{'评论时间': '2024-02-09 15:09:23', 'IP属地': '贵州', '评论内容': '小锤80！大锤100！你是真扣啊！'}
{'评论时间': '2024-02-09 20:56:55', 'IP属地': '山西', '评论内容': '东北怎么搞定的 '}
{'评论时间': '2024-02-09 00:27:49', 'IP属地': '天津', '评论内容': '全国人民都不懂都没见过冻雨啊'}
{'评论时间': '2024-02-09 18:02:36', 'IP属地': '四川', '评论内容': '湖北人好样的'}
{'评论时间': '2024-02-09 00:40:26', 'IP属地': '湖北', '评论内容': '我们对得起每一个来湖北游玩的外地旅客，只叹是天公不作美，下一次吧，下一次一定给大家一份完美的答卷'}
{'评论时间': '2024-02-09 07:01:53', 'IP属地': '湖北', '评论内容': '闲堵，绕道湘赣鄂不会吗？'}
{'评论时间': '2024-02-09 13:47:12', 'IP属地': '河北', '评论内容': '你成功的把此车的销售单干低了几个点'}
{'评论时间': '2024-02-09 19:27:14', 'IP属地': '山东', '评论内容': '自然灾害'}
{'评论时间': '2024-02-09 16:11:20', 'IP属地': '内蒙古', '评论内容': '武汉这么大雪 ？这么冷吗？'}
{'评论时间': '2024-02-09 00:32:05', 'IP属地': '浙江', '评论内容': '男的留长指甲'}
{'评论时间': '2024-02-09 09:43:55', 'IP属地': '黑龙江', '评论内容': '破冰机都是买你们湖北的'}
{'评论时间': '2024-02-09 07:21:27', 'IP属地': '广东', '评论内容': '看看欧洲，北欧怎么除雪'}
{'评论时间': '2024-02-09 00:00:56', 'IP属地': '福建', '评论内容': '你还能再除一次冰吗 我爱看'}
{'评论时间': '2024-02-09 08:46:42', 'IP属地': '山西', '评论内容': '为湖北点赞，为磊哥点赞，看到视频最后你会发现，磊哥的眼眶已湿润，所以也为磊哥点赞'}
{'评论时间': '2024-02-09 09:59:20', 'IP属地': '湖北', '评论内容': '湖北人的嘴比冻雨硬'}
{'评论时间': '2024-02-09 16:14:01', 'IP属地': '广东', '评论内容': '闽闽在这里为鄂鄂加油鄂鄂不哭抱抱'}
{'评论时间': '2024-02-09 21:26:39', 'IP属地': '江苏', '评论内容': '下次停车后就把门开着，防止门打不开'}
{'评论时间': '2024-02-09 13:49:24', 'IP属地': '河北', '评论内容': '要是隔十五年前我还可以帮帮你，可是现在的我尿不了那么高了'}
{'评论时间': '2024-02-09 19:18:51', 'IP属地': '黑龙江', '评论内容': '跟湖北普通百姓无关 是有关部门的事 还有些人蓄意造谣抹黑 故意挑拨离间南北方关系 大家千万注意隐藏的间谍汉奸带节奏 千万别上坏人当 中国人要团结'}
{'评论时间': '2024-02-09 09:27:25', 'IP属地': '广西', '评论内容': '是啊，一夜就这样厚了'}
{'评论时间': '2024-02-09 13:29:19', 'IP属地': '河南', '评论内容': '湖南高速都通了，湖北还在科普冻雨'}
{'评论时间': '2024-02-09 09:28:21', 'IP属地': '湖北', '评论内容': '一方有难，八方支援'}
{'评论时间': '2024-02-09 06:44:40', 'IP属地': '四川', '评论内容': '凭啥77四十一的人都能开车'}
{'评论时间': '2024-02-09 12:50:31', 'IP属地': '河南', '评论内容': '河南的冻雨'}
{'评论时间': '2024-02-09 16:34:24', 'IP属地': '广东', '评论内容': '哎，铲不动啊，铲子都要断'}
{'评论时间': '2024-02-09 20:45:57', 'IP属地': '广东', '评论内容': '把枪拿出来，放点热水，冲一下就可以了，'}
{'评论时间': '2024-02-09 23:38:51', 'IP属地': '山东', '评论内容': '大家不要跟节奏'}
{'评论时间': '2024-02-09 20:07:58', 'IP属地': '北京', '评论内容': '秋天都不砍树嘛，问题更多了'}
{'评论时间': '2024-02-09 14:37:10', 'IP属地': '湖北', '评论内容': '以前的评价是咱高冷，现在的评价是咱嘴硬'}
{'评论时间': '2024-02-09 08:39:17', 'IP属地': '湖北', '评论内容': '神同步'}
{'评论时间': '2024-02-09 12:46:55', 'IP属地': '北京', '评论内容': '看你玩的这么开心，我也想试试，但是我知道倒玻璃水怎么办？'}
{'评论时间': '2024-02-09 00:04:24', 'IP属地': '辽宁', '评论内容': '那些带节奏的人，骂完东北骂河南，骂完河南骂湖北，为什么这么多人带节奏，好好查查'}
{'评论时间': '2024-02-09 20:52:33', 'IP属地': '浙江', '评论内容': '看到没，隐藏式把手最终还是短板了吧，就说是夹了脑门的设计'}
{'评论时间': '2024-02-09 22:15:44', 'IP属地': '湖北', '评论内容': '差点开骂'}
{'评论时间': '2024-02-09 07:56:33', 'IP属地': '安徽', '评论内容': '当初这个设计刚出来的时候，我就说过，冬天开门困难，果然，'}
{'评论时间': '2024-02-09 13:37:34', 'IP属地': '江西', '评论内容': '鄂鄂别怕赣赣在'}
{'评论时间': '2024-02-09 01:53:37', 'IP属地': '河南', '评论内容': '河南看到了'}
{'评论时间': '2024-02-09 13:34:15', 'IP属地': '四川', '评论内容': '此景只应天上有'}
{'评论时间': '2024-02-09 18:55:49', 'IP属地': '湖北', '评论内容': '哈，没事儿，等疫情再来时候湖北就不要帮忙了，让他们等死吧'}
{'评论时间': '2024-02-09 15:06:59', 'IP属地': '甘肃', '评论内容': '撒泡尿就好了'}
{'评论时间': '2024-02-09 07:59:08', 'IP属地': '广东', '评论内容': '记得当初没上市就有人提出这个问题了，为啥没有解决'}
{'评论时间': '2024-02-09 17:22:01', 'IP属地': 'IP未知', '评论内容': '吉林长春收到，感谢'}
{'评论时间': '2024-02-09 09:44:58', 'IP属地': '甘肃', '评论内容': '到现在我也没看见一个正经的除雪设备。'}
{'评论时间': '2024-02-09 22:59:14', 'IP属地': '河南', '评论内容': '北方的冻冰可以抵抗炮火的打击'}
{'评论时间': '2024-02-09 11:42:46', 'IP属地': '河北', '评论内容': '我们北方人不懂的雪，感谢指导'}
{'评论时间': '2024-02-09 11:54:32', 'IP属地': '重庆', '评论内容': '该我玩了'}
{'评论时间': '2024-02-09 09:06:42', 'IP属地': '湖北', '评论内容': '我湖北人终于看到大咖为我湖北人发声，委屈的眼泪控制不住了，谢谢一莎老师为我们湖北发声'}
{'评论时间': '2024-02-09 15:48:01', 'IP属地': '湖南', '评论内容': '鄂鄂与湘湘，两个难兄难弟。'}
{'评论时间': '2024-02-09 22:45:23', 'IP属地': '四川', '评论内容': '你这车适合热天开'}
{'评论时间': '2024-02-09 22:07:53', 'IP属地': '河南', '评论内容': '事实证明雨冻雨雨夹雪冰雹暴雪，湖北人民是对的，北方人孤陋寡闻'}
{'评论时间': '2024-02-09 08:14:53', 'IP属地': '宁夏', '评论内容': '湖北同胞…………'}
{'评论时间': '2024-02-09 07:32:05', 'IP属地': '福建', '评论内容': '这辈子再不买电车'}
{'评论时间': '2024-02-09 10:05:23', 'IP属地': '山东', '评论内容': '我想说两句怕被喷'}
{'评论时间': '2024-02-09 12:34:01', 'IP属地': '浙江', '评论内容': '感动'}
{'评论时间': '2024-02-09 00:17:29', 'IP属地': '江苏', '评论内容': '不停的洗'}
{'评论时间': '2024-02-09 07:52:46', 'IP属地': '吉林', '评论内容': '直接焊死了'}
{'评论时间': '2024-02-09 11:43:58', 'IP属地': '湖北', '评论内容': '我们没有错，别骂了'}
{'评论时间': '2024-02-09 00:03:56', 'IP属地': '日本', '评论内容': '这回知道南方和北方哪个省划分了吧'}
{'评论时间': '2024-02-09 11:06:55', 'IP属地': '江苏', '评论内容': '比预约的还准时'}
{'评论时间': '2024-02-09 06:40:26', 'IP属地': '辽宁', '评论内容': '冻雨也太力害了，但愿家人都平安到家'}
{'评论时间': '2024-02-09 22:17:14', 'IP属地': '广东', '评论内容': '多谢避坑，不会买这样子的车'}
{'评论时间': '2024-02-09 16:03:59', 'IP属地': '广东', '评论内容': '鄂鄂还好吗'}
{'评论时间': '2024-02-09 08:09:31', 'IP属地': '河南', '评论内容': '有难的事还是老百姓站出来'}
{'评论时间': '2024-02-09 07:20:06', 'IP属地': '广西', '评论内容': '三个神动作，笑死我了'}
{'评论时间': '2024-02-09 23:38:04', 'IP属地': '江苏', '评论内容': '警察叔叔辛苦了！'}
{'评论时间': '2024-02-09 17:53:41', 'IP属地': '湖南', '评论内容': '98年洪灾是湖北    21年疫情是湖北开始   24年冰灾怎么又是湖北'}
{'评论时间': '2024-02-09 15:04:32', 'IP属地': '河北', '评论内容': '湖北特产，到不了外省'}
{'评论时间': '2024-02-09 04:32:16', 'IP属地': '山东', '评论内容': '别怪我偷笑了'}
{'评论时间': '2024-02-09 13:45:44', 'IP属地': '河南', '评论内容': '湖南，湖北下的是冻雨，河南下的是雪，请大家不要再拉踩了，冻雨那是百年难一遇的天灾，湖南已经做的够好了'}
{'评论时间': '2024-02-09 07:53:45', 'IP属地': '山东', '评论内容': '懒的有理有据，你们老总都去休假了，让员工主动打扫能不冻吗'}
{'评论时间': '2024-02-09 12:30:37', 'IP属地': '河北', '评论内容': '还是停在地下车库好'}
{'评论时间': '2024-02-09 16:33:19', 'IP属地': '广东', '评论内容': '害人的设计'}
{'评论时间': '2024-02-09 13:27:28', 'IP属地': '江苏', '评论内容': '不是先去看看湖北省各级政府单位门口看看有没有这冻雨'}
{'评论时间': '2024-02-09 01:17:12', 'IP属地': '安徽', '评论内容': '懒就说懒，'}
{'评论时间': '2024-02-09 07:29:11', 'IP属地': '陕西', '评论内容': '全世界都没有湖北懂冻雨'}
{'评论时间': '2024-02-09 23:51:53', 'IP属地': '吉林', '评论内容': '北方别说冻雨了，连冰雪都没见过，还得看你们科普才知道冻雨，说你们说什么都对，干什么都正确，你们是最棒的'}
{'评论时间': '2024-02-09 08:31:46', 'IP属地': '湖北', '评论内容': '领导听说因为请假去福建避寒被降职了'}
{'评论时间': '2024-02-09 00:53:19', 'IP属地': '安徽', '评论内容': '两个难兄难弟晚点四个小时'}
{'评论时间': '2024-02-09 14:47:31', 'IP属地': '河南', '评论内容': '交警:白车全责'}
{'评论时间': '2024-02-09 03:10:38', 'IP属地': '江苏', '评论内容': '只有湖北叫冻雨  咱们全叫雨夹雪'}
{'评论时间': '2024-02-09 02:45:44', 'IP属地': '湖北', '评论内容': '天天加油'}
{'评论时间': '2024-02-09 00:55:52', 'IP属地': '浙江', '评论内容': '我还没见过这么大雪呢！'}
{'评论时间': '2024-02-09 04:43:02', 'IP属地': '河南', '评论内容': '事实证明地上确实很滑'}
{'评论时间': '2024-02-09 14:10:30', 'IP属地': '广西', '评论内容': '南方的我们，前几天我客户走楼梯摔了一跤，尾椎骨摔裂了，在想北方家人的尾椎骨可还好？'}
{'评论时间': '2024-02-09 10:40:47', 'IP属地': '湖北', '评论内容': '寒之结界'}
{'评论时间': '2024-02-09 06:02:25', 'IP属地': '天津', '评论内容': '个人建议，买个喷壶，弄上防冻液或者低温的玻璃水，一喷就下来了'}
{'评论时间': '2024-02-09 15:17:56', 'IP属地': '江苏', '评论内容': '我想玩 '}
{'评论时间': '2024-02-09 00:58:02', 'IP属地': '湖北', '评论内容': '没及时清，都压实了，提前撒盐也行啊'}
{'评论时间': '2024-02-09 00:33:12', 'IP属地': '山西', '评论内容': '今年我们这就发生过冻雨，电线被压塌！好多支援电力的，还上央视新闻了'}
{'评论时间': '2024-02-09 01:53:16', 'IP属地': '湖北', '评论内容': '下了2天冻雨，大概35小时左右的雪，后面晴了大概30小时然后再下了15小时的雪。一直说连续下3天不清理就是这样，请问我们有连续下了3天吗？我在武汉生活了36.5年，小几岁的事可能不记得了，但从我小学到现在30年第一次见下图上的冰叶子。干预晚了是因为没有经验，虚心接受意见。但是也轮不到有些人阴阳怪气，尤其评论区有几个河南的。这么努力刚，赢了是谁给发几个钱吗'}
{'评论时间': '2024-02-09 01:03:14', 'IP属地': '天津', '评论内容': '硬生生的冻这么厚才想起来清'}
{'评论时间': '2024-02-09 14:27:09', 'IP属地': '吉林', '评论内容': '我居然无耻的笑了'}
{'评论时间': '2024-02-09 23:25:56', 'IP属地': '湖北', '评论内容': '我也抖过，抖不动啊'}
{'评论时间': '2024-02-09 11:11:38', 'IP属地': '河南', '评论内容': '感谢湖北老铁给全国人民普及冻雨知识，死鸭子嘴硬'}
{'评论时间': '2024-02-09 08:38:33', 'IP属地': '山东', '评论内容': '还在科普冰雨知识吗？'}
{'评论时间': '2024-02-09 13:28:09', 'IP属地': '河南', '评论内容': '湖南高速都通了，湖北还在科普冻雨'}
{'评论时间': '2024-02-09 10:03:51', 'IP属地': '湖北', '评论内容': '昨天晚上我们的树枝全部被压断了，出个门买东西像是穿越亚马逊'}
{'评论时间': '2024-02-09 09:38:35', 'IP属地': '山西', '评论内容': '多“人性化”呢'}
{'评论时间': '2024-02-09 02:17:57', 'IP属地': '湖北', '评论内容': '幸亏我提前回来了'}
{'评论时间': '2024-02-09 23:47:37', 'IP属地': '辽宁', '评论内容': '怎么做一个合格的“抠门车主”，这个必须写入车辆使用手册当中。'}
{'评论时间': '2024-02-09 00:21:23', 'IP属地': '江苏', '评论内容': '孩子长大会不会跟北方同学科普什么是冻雨'}
{'评论时间': '2024-02-09 09:39:00', 'IP属地': '安徽', '评论内容': '这不就是我们这每年必下的盐粒子吗，原来叫冻雨'}
{'评论时间': '2024-02-09 06:23:12', 'IP属地': '江苏', '评论内容': '省委大院和机场没有冻雨'}
{'评论时间': '2024-02-09 00:03:11', 'IP属地': '陕西', '评论内容': '我们这里是雨夹雪啊'}
{'评论时间': '2024-02-09 21:08:42', 'IP属地': '广西', '评论内容': '哈哈哈'}
{'评论时间': '2024-02-09 00:41:36', 'IP属地': '吉林', '评论内容': '是这样。长春前年一次类似情况。所有树枝不管多粗枝条都包裹一层三五厘米粗的冰。牙签那么粗的枝条也是。你想想一棵树得有多少冰。所有树枝都压断'}
