{'评论时间': '2024-02-03 22:47:23', 'IP属地': '湖北', '评论内容': '谁懂啊，东西湖又又又下冻雨了。'}
{'评论时间': '2024-02-03 12:25:00', 'IP属地': '辽宁', '评论内容': '在东北也感受过冻雨啊'}
{'评论时间': '2024-02-03 18:45:00', 'IP属地': '河南', '评论内容': '设计和厂家缺德！故意的，故障率搞他们售后好赚钱喔！'}
{'评论时间': '2024-02-03 09:04:39', 'IP属地': '湖北', '评论内容': '冻雨  湖北的特产'}
{'评论时间': '2024-02-03 21:03:55', 'IP属地': '四川', '评论内容': '苯，窝趴尿，就解决了'}
{'评论时间': '2024-02-03 21:18:11', 'IP属地': '湖北', '评论内容': '电话问一下设计这车的工程师，当他看到你这视频时的第一反应是啥'}
{'评论时间': '2024-02-03 19:37:39', 'IP属地': '内蒙古', '评论内容': '浇开水'}
{'评论时间': '2024-02-03 21:17:44', 'IP属地': '河北', '评论内容': '能说啥，只能说设计师设计的漂亮，怕下雪路滑你们开车出去危险'}
{'评论时间': '2024-02-03 21:28:16', 'IP属地': '湖北', '评论内容': '这种天气还开车出去'}
{'评论时间': '2024-02-03 08:29:34', 'IP属地': '湖北', '评论内容': '完美复刻今早出门'}
{'评论时间': '2024-02-03 23:17:10', 'IP属地': '湖北', '评论内容': '奇怪 为什么黄石没下雪'}
{'评论时间': '2024-02-03 21:38:15', 'IP属地': '青海', '评论内容': '隐藏了还强行打开，今后车坏厂家不保了。'}
{'评论时间': '2024-02-03 23:01:26', 'IP属地': '重庆', '评论内容': '高速公路能不能除一下雪呀，我要回家路过湖北，河南'}
{'评论时间': '2024-02-03 22:27:44', 'IP属地': '四川', '评论内容': '妹妹他们在堵武汉两天了，希望早点她们平安到家'}
{'评论时间': '2024-02-03 21:59:09', 'IP属地': '广东', '评论内容': '我一个广东人都觉得这种门把手设计有问题'}
{'评论时间': '2024-02-03 18:47:19', 'IP属地': '安徽', '评论内容': '论冬季车库的重要性'}
{'评论时间': '2024-02-03 22:44:45', 'IP属地': '湖北', '评论内容': '湖北的叫，凌珠子呢'}
{'评论时间': '2024-02-03 23:23:20', 'IP属地': '湖北', '评论内容': '我想知道你现在坐上高铁了吗？我明天的票'}
{'评论时间': '2024-02-03 16:21:56', 'IP属地': '内蒙古', '评论内容': '设计时候咋想的'}
{'评论时间': '2024-02-03 21:29:20', 'IP属地': '江苏', '评论内容': '兄弟，你是不是在想，卧槽，你这个破车门是不是跟我在我捉迷藏啊'}
{'评论时间': '2024-02-03 21:31:42', 'IP属地': '河北', '评论内容': '一泡尿就能解决'}
{'评论时间': '2024-02-03 22:07:51', 'IP属地': '广东', '评论内容': '高科技不光防贼，连车主一起防'}
{'评论时间': '2024-02-03 19:59:51', 'IP属地': '湖北', '评论内容': '想不到武汉也有这一天'}
{'评论时间': '2024-02-03 19:38:19', 'IP属地': '辽宁', '评论内容': '明明油车车门很技术成熟，也美观 ，非得反人类设计'}
{'评论时间': '2024-02-03 23:23:28', 'IP属地': '浙江', '评论内容': '不经过武汉应该没有问题吧'}
{'评论时间': '2024-02-03 23:53:14', 'IP属地': '北京', '评论内容': '最好的办法就是出门带瓶白开水'}
{'评论时间': '2024-02-03 13:11:37', 'IP属地': '湖北', '评论内容': '今天冻雨，我都没敢起床了'}
{'评论时间': '2024-02-03 14:43:45', 'IP属地': '吉林', '评论内容': '过不了多久这种门把手就得淘汰'}
{'评论时间': '2024-02-03 16:42:10', 'IP属地': '湖北', '评论内容': '理解冻雨你只需要了解，就像给所有露天的东西贴膜了，而且是360度的冰膜'}
{'评论时间': '2024-02-03 23:01:14', 'IP属地': '广东', '评论内容': '我还在广州没回家，大哥帮帮忙，我明天回'}
{'评论时间': '2024-02-03 20:26:52', 'IP属地': '湖北', '评论内容': '让你们看看，我们湖北的热情留客'}
{'评论时间': '2024-02-03 22:59:45', 'IP属地': '湖北', '评论内容': '给大家看看湖北的冻雨'}
{'评论时间': '2024-02-03 20:26:31', 'IP属地': '湖北', '评论内容': '我也不想出门，但是要上班，没办法，早上6点半地上全是雪籽籽，打滑'}
{'评论时间': '2024-02-03 13:10:09', 'IP属地': '湖北', '评论内容': '开了一个冬天，走了500公里，仪表1万公里'}
{'评论时间': '2024-02-03 20:29:46', 'IP属地': '湖北', '评论内容': '这种东西在我们湖北 几年能用上一回'}
{'评论时间': '2024-02-03 23:17:37', 'IP属地': '江西', '评论内容': '辛苦了。麻烦连夜产，我要回家过年'}
{'评论时间': '2024-02-03 22:51:02', 'IP属地': '辽宁', '评论内容': '我猜在车里面能把车门打开'}
{'评论时间': '2024-02-03 14:31:56', 'IP属地': '湖北', '评论内容': '有黑龙江的网友说这在东北是基操'}
{'评论时间': '2024-02-03 14:45:53', 'IP属地': '湖北', '评论内容': '跟湖北人的性格很像'}
{'评论时间': '2024-02-03 23:47:31', 'IP属地': '湖北', '评论内容': '既然湖北文旅留不住你，那湖北高速留住你'}
{'评论时间': '2024-02-03 20:01:35', 'IP属地': '江苏', '评论内容': '好好好我走了开始下雪了'}
{'评论时间': '2024-02-03 17:47:49', 'IP属地': '甘肃', '评论内容': '脑袋长包买隐藏门把手'}
{'评论时间': '2024-02-03 12:26:33', 'IP属地': '江苏', '评论内容': '都说湖北高冷现在是真的冷'}
{'评论时间': '2024-02-03 12:32:22', 'IP属地': '湖北', '评论内容': '武汉路上结冰了吗'}
{'评论时间': '2024-02-03 23:02:22', 'IP属地': '湖北', '评论内容': '早上起来看下雪了，儿子说要我陪他下去打雪仗，下去一看都是雪砖，比石头还硬，我说算了还是回家吧，这雪仗我陪不了我还想多活几年'}
{'评论时间': '2024-02-03 15:00:24', 'IP属地': '广东', '评论内容': '每样东西设计都有好有坏的一面'}
{'评论时间': '2024-02-03 10:17:06', 'IP属地': '四川', '评论内容': '加油200块耗时1小时走了20米'}
{'评论时间': '2024-02-03 19:28:31', 'IP属地': '湖北', '评论内容': '湖北的雪还是很热情的'}
{'评论时间': '2024-02-03 19:28:38', 'IP属地': '湖北', '评论内容': '大武汉威武'}
{'评论时间': '2024-02-03 17:59:03', 'IP属地': '广东', '评论内容': '我觉得有把手也不影响美观吧！反倒是这种不好看耶不实用'}
{'评论时间': '2024-02-03 21:40:43', 'IP属地': '广西', '评论内容': '英雄的武汉。加油'}
{'评论时间': '2024-02-03 22:06:23', 'IP属地': '湖北', '评论内容': '这只是闹眼子滴，给大家看滴，我们乡里都出不得门，多半留守老人和小孩，出门都摔跤！'}
{'评论时间': '2024-02-03 21:23:46', 'IP属地': '湖北', '评论内容': '这会够高冷了吧'}
{'评论时间': '2024-02-03 22:52:21', 'IP属地': '湖北', '评论内容': '这种门把手真心用的不舒服   一个手不会开门'}
{'评论时间': '2024-02-03 11:37:33', 'IP属地': '湖北', '评论内容': '湖北要么不下雪要么就突然来个什么冻雨'}
{'评论时间': '2024-02-03 23:23:36', 'IP属地': '广东', '评论内容': '武汉又多了一道轰动全国的特色，小吃武汉糖葫芦'}
{'评论时间': '2024-02-03 14:43:52', 'IP属地': '湖北', '评论内容': '武汉的天气真的很神奇，湖北到处在下大雪只有武汉没有'}
{'评论时间': '2024-02-03 05:40:34', 'IP属地': '湖北', '评论内容': '拿开水泼上去，别把车抠坏了'}
{'评论时间': '2024-02-03 15:14:30', 'IP属地': '河南', '评论内容': '这是问界吗？我的就是这样打不开'}
{'评论时间': '2024-02-03 19:13:27', 'IP属地': '湖北', '评论内容': '还好我没有车，不然我也上不了车了'}
{'评论时间': '2024-02-03 18:21:35', 'IP属地': '湖北', '评论内容': '我这会儿在高铁上   到汉口一个小时生生走了4个小时'}
{'评论时间': '2024-02-03 22:08:59', 'IP属地': '河南', '评论内容': '武汉下雪了吗'}
{'评论时间': '2024-02-03 21:15:24', 'IP属地': '湖北', '评论内容': '隐藏式门把手➕无框车门，今天早上开个车门小心翼翼搞了半个小时'}
{'评论时间': '2024-02-03 23:05:33', 'IP属地': '湖北', '评论内容': '沪渝高速上搞几俩，回都回不去'}
{'评论时间': '2024-02-03 19:31:48', 'IP属地': '安徽', '评论内容': '我今天也是同样的手法开的暗藏式把手'}
{'评论时间': '2024-02-03 23:39:01', 'IP属地': '湖南', '评论内容': '我的没隐藏下雪一样打不开'}
{'评论时间': '2024-02-03 21:30:03', 'IP属地': '山东', '评论内容': '以后电车通病车门跟把手掉漆'}
{'评论时间': '2024-02-03 23:47:43', 'IP属地': '重庆', '评论内容': '我的天啊。。。。明天路过武汉站。。。会不会要停很久'}
{'评论时间': '2024-02-03 14:07:52', 'IP属地': '湖北', '评论内容': '门都打不开'}
{'评论时间': '2024-02-03 17:09:22', 'IP属地': '湖北', '评论内容': '现在是彻底隐藏了冬眠了'}
{'评论时间': '2024-02-03 19:58:59', 'IP属地': '内蒙古', '评论内容': '隐藏式门把手简直就是反人类设计'}
{'评论时间': '2024-02-03 23:06:15', 'IP属地': '湖北', '评论内容': '管国家都这么发达了就该这样，如果因为下雪高速不能正常行驶，如果实现不了怎么叫先进呢？'}
{'评论时间': '2024-02-03 22:16:32', 'IP属地': '河南', '评论内容': '不是说冻雨不会清吗'}
{'评论时间': '2024-02-03 23:06:41', 'IP属地': '湖北', '评论内容': '武汉，要么冻死，要么热死，每年都是咬牙熬过去，好想逃'}
{'评论时间': '2024-02-03 23:04:19', 'IP属地': '湖北', '评论内容': '过年回家不用买车票  一个纸板从湖北滑到河南'}
{'评论时间': '2024-02-03 23:29:32', 'IP属地': '四川', '评论内容': '这个是反人类设计'}
{'评论时间': '2024-02-03 23:44:30', 'IP属地': '湖北', '评论内容': '别问冬雨是什么了，出门滑不滑就是了。'}
{'评论时间': '2024-02-03 22:25:03', 'IP属地': '湖北', '评论内容': '才买回来的吧，上午出门马路上都是雪'}
{'评论时间': '2024-02-03 23:17:57', 'IP属地': '北京', '评论内容': '在国外淘汰的设计在国内成了新时尚'}
{'评论时间': '2024-02-03 15:05:35', 'IP属地': '广东', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 21:49:05', 'IP属地': '广东', '评论内容': '跑高速上去啊'}
{'评论时间': '2024-02-03 19:18:13', 'IP属地': '安徽', '评论内容': '后天早上7.06分能不能正常走啊'}
{'评论时间': '2024-02-03 21:21:52', 'IP属地': '河南', '评论内容': '湖北跟河南交接大广高速。堵7.8个小时。我都下去走的国道'}
{'评论时间': '2024-02-03 22:38:42', 'IP属地': '湖北', '评论内容': '大武汉的冻雨，给大家欣赏下'}
{'评论时间': '2024-02-03 18:13:46', 'IP属地': '湖北', '评论内容': '湖北你真的很堵'}
{'评论时间': '2024-02-03 16:29:24', 'IP属地': '湖北', '评论内容': '愿所有人都早日平安到家过年'}
{'评论时间': '2024-02-03 21:30:55', 'IP属地': '湖北', '评论内容': '现在在下雪'}
{'评论时间': '2024-02-03 19:21:16', 'IP属地': '河北', '评论内容': '这真是脑残的设计'}
{'评论时间': '2024-02-03 22:16:43', 'IP属地': '湖北', '评论内容': '我在荆州东，沪渝高速，如果有这样除雪，多好啊'}
{'评论时间': '2024-02-03 15:09:03', 'IP属地': '河南', '评论内容': '东北叫冰流子，湖北叫流冰子，我们这叫车粒籽（车厘子）'}
{'评论时间': '2024-02-03 13:12:59', 'IP属地': '广西', '评论内容': '晚上十一点到武汉'}
{'评论时间': '2024-02-03 21:13:26', 'IP属地': '四川', '评论内容': '我老公从武汉回四川，今天走一天了，就50公里，后来又封高速了，回到原点'}
{'评论时间': '2024-02-03 18:20:54', 'IP属地': '广东', '评论内容': '这种传统把手也开不开'}
{'评论时间': '2024-02-03 23:19:07', 'IP属地': '广东', '评论内容': '我明天返程，但愿别停运'}
{'评论时间': '2024-02-03 21:29:16', 'IP属地': '湖北', '评论内容': '我还好，总算赶到家了！'}
{'评论时间': '2024-02-03 22:54:07', 'IP属地': '天津', '评论内容': '这类门把手的车，再好也不买！'}
{'评论时间': '2024-02-03 20:35:46', 'IP属地': '湖北', '评论内容': '武汉留你们吃热干面，看雪景'}
{'评论时间': '2024-02-03 22:54:08', 'IP属地': '湖北', '评论内容': '前轱辘转，后轱辘不转斯密达'}
{'评论时间': '2024-02-03 14:31:36', 'IP属地': '山西', '评论内容': '谁他妈设计的'}
{'评论时间': '2024-02-03 23:28:55', 'IP属地': '湖北', '评论内容': '高冷的湖北'}
{'评论时间': '2024-02-03 15:49:47', 'IP属地': '广东', '评论内容': '砖🧱家的设计'}
{'评论时间': '2024-02-03 21:02:11', 'IP属地': '广东', '评论内容': '证明这个设计不行'}
{'评论时间': '2024-02-03 12:16:55', 'IP属地': '湖北', '评论内容': '以前四驱，后来换电车，只要过年下雪我就回不去娘家'}
{'评论时间': '2024-02-03 23:39:47', 'IP属地': '湖北', '评论内容': '这是武汉仅有的俩台大型除雪设备'}
{'评论时间': '2024-02-03 18:59:08', 'IP属地': '云南', '评论内容': '这门把手设计的真好，我以后买车都不会买这种的。'}
{'评论时间': '2024-02-03 22:50:31', 'IP属地': '江西', '评论内容': '今日刚顺利回来了。就晚点了40分钟。 幸运幸运'}
{'评论时间': '2024-02-03 21:35:16', 'IP属地': '湖南', '评论内容': '车厂   :本来以为买得起这种高级车子的都有地下车位'}
{'评论时间': '2024-02-03 11:16:36', 'IP属地': '湖北', '评论内容': '来了，碰上冻雨'}
{'评论时间': '2024-02-03 23:15:01', 'IP属地': '湖北', '评论内容': '东北的大哥们，要不连夜送几辆过来'}
{'评论时间': '2024-02-03 19:10:29', 'IP属地': '江苏', '评论内容': '试试半隐藏式门把手'}
{'评论时间': '2024-02-03 12:33:31', 'IP属地': '广东', '评论内容': '湖北的地里没有通暖气吗'}
{'评论时间': '2024-02-03 20:21:33', 'IP属地': '四川', '评论内容': '就问你高不高级'}
{'评论时间': '2024-02-03 14:09:57', 'IP属地': '云南', '评论内容': '这很高科技'}
{'评论时间': '2024-02-03 11:49:15', 'IP属地': '湖北', '评论内容': '冷冷的冰雨在脸上胡乱的拍，暖暖的眼泪跟寒雨混成一块'}
{'评论时间': '2024-02-03 23:48:35', 'IP属地': '湖北', '评论内容': '我还没有放假，明天早上可怎么上学呀'}
{'评论时间': '2024-02-03 21:19:46', 'IP属地': '湖北', '评论内容': '孩子爸堵在荆州6小时了！家里两个发高烧一个肚子疼！求帮助'}
{'评论时间': '2024-02-03 20:01:23', 'IP属地': '河南', '评论内容': '这种车门的车在北方没人买，冬天下雨下雪冻的真实在'}
{'评论时间': '2024-02-03 18:12:12', 'IP属地': '福建', '评论内容': '一泡尿就解决了'}
{'评论时间': '2024-02-03 14:05:11', 'IP属地': '湖北', '评论内容': '武汉今天要冷死，路上走路都怕摔'}
{'评论时间': '2024-02-03 17:04:15', 'IP属地': '陕西', '评论内容': '最反人类的设计'}
{'评论时间': '2024-02-03 20:46:15', 'IP属地': '山东', '评论内容': '明知道有冻雨，为什么还要关车门呢'}
{'评论时间': '2024-02-03 22:08:08', 'IP属地': '浙江', '评论内容': '加油加油，我明天从浙江出发，估计后天抵达湖北，希望不要堵我'}
{'评论时间': '2024-02-03 21:30:59', 'IP属地': '湖北', '评论内容': '我明早武汉站的高铁'}
{'评论时间': '2024-02-03 19:41:02', 'IP属地': '山东', '评论内容': '奇葩的设计'}
{'评论时间': '2024-02-03 22:33:08', 'IP属地': '湖北', '评论内容': '哈尔滨人来武汉服了，真冷'}
{'评论时间': '2024-02-03 19:26:47', 'IP属地': '安徽', '评论内容': '可惜就是把我们这些外地老都赶下高速了'}
{'评论时间': '2024-02-03 21:54:44', 'IP属地': '湖北', '评论内容': '荆州监利的'}
{'评论时间': '2024-02-03 10:20:35', 'IP属地': '湖北', '评论内容': '原来这叫冻雨'}
{'评论时间': '2024-02-03 22:30:58', 'IP属地': '黑龙江', '评论内容': '这是武汉吗？为啥比哈尔滨穿的还多'}
{'评论时间': '2024-02-03 23:32:46', 'IP属地': '福建', '评论内容': '武汉为啥夏天是火炉，冬天这么冷'}
{'评论时间': '2024-02-03 19:44:56', 'IP属地': '湖北', '评论内容': '男的应该能解决，出门前没尿的话'}
{'评论时间': '2024-02-03 20:54:06', 'IP属地': '湖北', '评论内容': '砖家说隐藏式把手可以减少风阻'}
{'评论时间': '2024-02-03 21:31:39', 'IP属地': '江西', '评论内容': '加个门把手加热功能'}
{'评论时间': '2024-02-03 22:36:46', 'IP属地': '河北', '评论内容': '冰糖汽车这你受得了吗'}
{'评论时间': '2024-02-03 15:55:10', 'IP属地': '浙江', '评论内容': '开水浇一浇，电吹风吹一吹'}
{'评论时间': '2024-02-03 23:25:18', 'IP属地': '河北', '评论内容': '座椅电加热  方向盘电加热   后风挡加热  后视镜加热      上不去车了  全白废了   再加一个门把手电加热吧'}
{'评论时间': '2024-02-03 13:06:55', 'IP属地': '湖北', '评论内容': '刚才去车里，车门打不开'}
{'评论时间': '2024-02-03 09:24:29', 'IP属地': '湖北', '评论内容': '湖北'}
{'评论时间': '2024-02-03 09:44:55', 'IP属地': '重庆', '评论内容': '你这是老天赏赐的免费贴车膜  应该开心一点  怎样起到保护汽车的作用'}
{'评论时间': '2024-02-03 22:02:34', 'IP属地': '湖北', '评论内容': '说实话，早上出门上班就摔了一跤，下午下班，路上光光的。这就是武汉速度'}
{'评论时间': '2024-02-03 09:24:38', 'IP属地': '湖北', '评论内容': '湖北到底是哪里在下雪啊'}
{'评论时间': '2024-02-03 23:39:09', 'IP属地': '广东', '评论内容': '这种反人类的设计也是奇葩'}
{'评论时间': '2024-02-03 23:40:50', 'IP属地': '湖北', '评论内容': '冻雨树压断，车被砸了'}
{'评论时间': '2024-02-03 14:56:39', 'IP属地': '浙江', '评论内容': '这就是装逼的设计下场'}
{'评论时间': '2024-02-03 19:03:52', 'IP属地': '湖北', '评论内容': '在哪里不是一样的过年，不是一样的要吃饭，喜欢到处跑！'}
{'评论时间': '2024-02-03 23:36:27', 'IP属地': '浙江', '评论内容': '为什么我们这不下雪'}
{'评论时间': '2024-02-03 19:25:07', 'IP属地': '湖北', '评论内容': '早上的高铁，一路火花带闪电，半个小时的车程，晚点8分钟'}
{'评论时间': '2024-02-03 13:57:31', 'IP属地': '湖北', '评论内容': '开玩笑湖北文旅留不住你，我湖北冻雨还留不住？？'}
{'评论时间': '2024-02-03 20:30:44', 'IP属地': '吉林', '评论内容': '谁设计的隐藏把手真牛逼'}
{'评论时间': '2024-02-03 11:51:34', 'IP属地': '湖北', '评论内容': '湖北叫该溜子'}
{'评论时间': '2024-02-03 20:59:14', 'IP属地': '辽宁', '评论内容': '一泡尿就解决了。（仅限男士'}
{'评论时间': '2024-02-03 22:16:18', 'IP属地': '四川', '评论内容': '高科技'}
{'评论时间': '2024-02-03 18:50:31', 'IP属地': '湖南', '评论内容': '设计师是个人才，没事找事，设计这种，关键厂家也敢生产'}
{'评论时间': '2024-02-03 22:34:19', 'IP属地': '湖北', '评论内容': '还是武汉'}
{'评论时间': '2024-02-03 16:33:08', 'IP属地': '江苏', '评论内容': '不是隐藏了，是和车身一体了'}
{'评论时间': '2024-02-03 19:40:37', 'IP属地': '江苏', '评论内容': '撒泡尿就解决了'}
{'评论时间': '2024-02-03 14:11:56', 'IP属地': '湖北', '评论内容': '这冻雨还行吧，还修枝'}
{'评论时间': '2024-02-03 20:23:10', 'IP属地': '江苏', '评论内容': '什么时候开始的？都一窝蜂的搞这种门把手'}
{'评论时间': '2024-02-03 16:44:56', 'IP属地': '湖北', '评论内容': '湖北人太热情，送你一首歌……你莫走'}
{'评论时间': '2024-02-03 08:28:15', 'IP属地': '广东', '评论内容': '姐，你那美甲刨冻雨，真害怕一下断掉'}
{'评论时间': '2024-02-03 23:12:36', 'IP属地': '广东', '评论内容': '加油加油'}
{'评论时间': '2024-02-03 23:45:32', 'IP属地': '上海', '评论内容': '我还准备明天早上开车回湖北呢'}
{'评论时间': '2024-02-03 20:59:01', 'IP属地': '上海', '评论内容': '这就是跟风的结果北方没有地下车库买这个做什么'}
{'评论时间': '2024-02-03 21:17:06', 'IP属地': '广东', '评论内容': '热水吧'}
{'评论时间': '2024-02-03 16:13:05', 'IP属地': '湖北', '评论内容': '荆州'}
{'评论时间': '2024-02-03 20:57:16', 'IP属地': '陕西', '评论内容': '高科技'}
{'评论时间': '2024-02-03 19:16:57', 'IP属地': '湖南', '评论内容': '还隐藏门把手，我今天晚上去挪车，还是外露的都解不了锁，用钥匙解锁后硬拉开的'}
{'评论时间': '2024-02-03 08:43:15', 'IP属地': '浙江', '评论内容': '湖北人也是第一次感受冻雨'}
{'评论时间': '2024-02-03 16:43:54', 'IP属地': '上海', '评论内容': '湖北特产'}
{'评论时间': '2024-02-03 21:41:36', 'IP属地': '湖北', '评论内容': '南方小土豆请看'}
{'评论时间': '2024-02-03 12:43:36', 'IP属地': '湖北', '评论内容': '论冻雨的危险性'}
{'评论时间': '2024-02-03 15:12:51', 'IP属地': '湖南', '评论内容': '用打火机烤一下应该可以解决这个问题了'}
{'评论时间': '2024-02-03 23:06:08', 'IP属地': '湖北', '评论内容': '铲子可以焊宽点啊，与冰雪赛跑，与时间赛跑，确保湖北交通平安顺畅！'}
{'评论时间': '2024-02-03 20:02:53', 'IP属地': '陕西', '评论内容': '可以设计一个隐藏式加热手把'}
{'评论时间': '2024-02-03 22:31:13', 'IP属地': '湖北', '评论内容': '2月3日晚暴雪，明天又要加班了'}
{'评论时间': '2024-02-03 23:00:07', 'IP属地': '江苏', '评论内容': '湖北是中国的心脏，湖北人民是英雄'}
{'评论时间': '2024-02-03 23:12:57', 'IP属地': '河南', '评论内容': '我出门拿了个快递，雪是真的厚'}
{'评论时间': '2024-02-03 17:20:54', 'IP属地': '广西', '评论内容': '只要见到这个门把手，请远离'}
{'评论时间': '2024-02-03 15:49:14', 'IP属地': '湖北', '评论内容': '现在荆门高速路上，一小时开1 0公里'}
{'评论时间': '2024-02-03 07:32:17', 'IP属地': '湖北', '评论内容': '冻雨是什么鬼'}
{'评论时间': '2024-02-03 18:50:50', 'IP属地': '福建', '评论内容': '高科技的鸡肋'}
{'评论时间': '2024-02-03 18:36:55', 'IP属地': '湖南', '评论内容': '脑残的设计'}
{'评论时间': '2024-02-03 23:51:32', 'IP属地': '甘肃', '评论内容': '呵呵，撒泡尿试试'}
{'评论时间': '2024-02-03 09:29:48', 'IP属地': '湖北', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 21:22:15', 'IP属地': '四川', '评论内容': '那种橡胶暖水袋，装上热水融，我能想到临时能应急又不伤车的办法了'}
{'评论时间': '2024-02-03 13:23:34', 'IP属地': '湖北', '评论内容': '咸宁…… 冻雨都冻不了一点'}
{'评论时间': '2024-02-03 21:45:38', 'IP属地': '湖北', '评论内容': '全网都在吐槽湖北，这下网友们开心了，可以安全快速回家过年了'}
{'评论时间': '2024-02-03 18:48:02', 'IP属地': '湖北', '评论内容': '湖北怎能落后于他人'}
{'评论时间': '2024-02-03 08:55:11', 'IP属地': '北京', '评论内容': '在湖北叫另勾子'}
{'评论时间': '2024-02-03 22:42:22', 'IP属地': '湖北', '评论内容': '别的城市下雪，我的城市下冰'}
{'评论时间': '2024-02-03 21:38:42', 'IP属地': '湖北', '评论内容': '武汉宁可下冻雨也不下雪'}
{'评论时间': '2024-02-03 23:27:25', 'IP属地': '河南', '评论内容': '这次大雪让人重新认识了河南高速，这让人记住了湖北高速'}
{'评论时间': '2024-02-03 21:36:55', 'IP属地': '河南', '评论内容': '这次看当年那些喷子说是高科技的还有啥话好说的'}
{'评论时间': '2024-02-03 23:26:16', 'IP属地': '河南', '评论内容': '电动门下完雪后打不开'}
{'评论时间': '2024-02-03 21:14:20', 'IP属地': '山东', '评论内容': '这是哪个砖家人菜设计的隐藏式把手？'}
{'评论时间': '2024-02-03 19:49:35', 'IP属地': '山东', '评论内容': '反人类设计'}
{'评论时间': '2024-02-03 21:13:54', 'IP属地': '湖北', '评论内容': '冻雨多好，给每户车免费安毛玻璃'}
{'评论时间': '2024-02-03 20:45:26', 'IP属地': '江苏', '评论内容': '这样把手真好'}
{'评论时间': '2024-02-03 15:48:23', 'IP属地': '湖北', '评论内容': '出门都不看黄历吗'}
{'评论时间': '2024-02-03 15:09:49', 'IP属地': '湖北', '评论内容': '武汉就是任性啊，冻雨杠杠的，大雪都比不了~'}
{'评论时间': '2024-02-03 23:56:21', 'IP属地': '山东', '评论内容': '这个不是那什么高科技拉手吗'}
{'评论时间': '2024-02-03 19:12:18', 'IP属地': '湖北', '评论内容': '湖北叫令勾子'}
{'评论时间': '2024-02-03 22:19:11', 'IP属地': '湖北', '评论内容': '湖北的雾凇真好看。不用去东北了'}
{'评论时间': '2024-02-03 13:30:14', 'IP属地': '四川', '评论内容': '前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 15:26:07', 'IP属地': '湖北', '评论内容': '劝你不要花高铁的钱享受绿皮车的速度'}
{'评论时间': '2024-02-03 19:08:36', 'IP属地': '江苏', '评论内容': '感觉门把手边上已经被他敲扁了'}
{'评论时间': '2024-02-03 23:27:39', 'IP属地': '湖北', '评论内容': '今天一来武汉就赶上了'}
{'评论时间': '2024-02-03 21:54:33', 'IP属地': '重庆', '评论内容': '我还没去过武汉'}
{'评论时间': '2024-02-03 23:18:29', 'IP属地': '湖南', '评论内容': '不隐藏的车把也掰不开'}
{'评论时间': '2024-02-03 11:28:46', 'IP属地': '湖北', '评论内容': '现在终于理解了：冷冷的冰雨在脸上胡乱的拍'}
{'评论时间': '2024-02-03 19:16:32', 'IP属地': '江苏', '评论内容': '这下彻底隐藏了。'}
{'评论时间': '2024-02-03 22:42:05', 'IP属地': '浙江', '评论内容': '这个锁好好看啊！还好我买不起'}
{'评论时间': '2024-02-03 20:57:47', 'IP属地': '湖北', '评论内容': '5号武汉回恩施'}
{'评论时间': '2024-02-03 10:38:06', 'IP属地': '广东', '评论内容': '难怪湖北人高冷，下的雨都比别人冷'}
{'评论时间': '2024-02-03 21:42:27', 'IP属地': '江苏', '评论内容': '对准把手尿场尿！'}
{'评论时间': '2024-02-03 08:29:16', 'IP属地': '广东', '评论内容': '交警：师傅，你的前轱辘转后轱辘不转思密达'}
{'评论时间': '2024-02-03 18:02:57', 'IP属地': '湖北', '评论内容': '两天一夜，还堵在路上，眼看还有20公里了，就是走不了'}
{'评论时间': '2024-02-03 11:07:15', 'IP属地': '湖北', '评论内容': '广东穿短袖，来到湖北冻死老子'}
{'评论时间': '2024-02-03 23:20:49', 'IP属地': '湖北', '评论内容': '问问湖北回浙江的路段堵不堵'}
{'评论时间': '2024-02-03 16:34:38', 'IP属地': '湖北', '评论内容': '湖北襄阳'}
{'评论时间': '2024-02-03 21:48:37', 'IP属地': '广东', '评论内容': '南方车，开北方买'}
{'评论时间': '2024-02-03 15:05:06', 'IP属地': '湖北', '评论内容': '哪个说湖北都没暖气的，江汉油田就有'}
{'评论时间': '2024-02-03 20:48:16', 'IP属地': '云南', '评论内容': '现在的高科技'}
{'评论时间': '2024-02-03 18:08:13', 'IP属地': '湖北', '评论内容': '下回设计一个隐藏式方向盘'}
{'评论时间': '2024-02-03 06:25:26', 'IP属地': '北京', '评论内容': '湖北叫油洸泠'}
{'评论时间': '2024-02-03 12:32:40', 'IP属地': '湖北', '评论内容': '我们湖北叫高冷'}
{'评论时间': '2024-02-03 21:18:59', 'IP属地': '云南', '评论内容': '好牛逼的设计'}
{'评论时间': '2024-02-03 10:13:43', 'IP属地': '湖北', '评论内容': '我的电动车不能骑，冻雨'}
{'评论时间': '2024-02-03 09:38:24', 'IP属地': '重庆', '评论内容': '我就喜欢你那胖粗粗的手指头扣冻雨'}
{'评论时间': '2024-02-03 11:28:31', 'IP属地': '新疆', '评论内容': '我记得特清楚，09年11月21号，坐标武汉，下的大雨！ 我蒙了一夜'}
{'评论时间': '2024-02-03 23:55:25', 'IP属地': '广东', '评论内容': '还是湖北杠下了所有'}
