{'评论时间': '2024-02-04 18:54:49', 'IP属地': '安徽', '评论内容': '致敬武汉融雪除冰人，你们辛苦了！'}
{'评论时间': '2024-02-04 12:19:43', 'IP属地': '湖南', '评论内容': '想干嘛！骂老表干嘛！'}
{'评论时间': '2024-02-04 01:00:52', 'IP属地': '广东', '评论内容': '晚上结冰堵成狗的时候一台铲雪车没看到'}
{'评论时间': '2024-02-04 17:12:07', 'IP属地': '河北', '评论内容': '为什么湖北这几年～'}
{'评论时间': '2024-02-04 19:48:11', 'IP属地': '四川', '评论内容': '人民铁路为人民 '}
{'评论时间': '2024-02-04 21:41:24', 'IP属地': '湖北', '评论内容': '发两句牢骚可以理解 一直骂的人心里怎么想的 这种情况谁愿意发生啊'}
{'评论时间': '2024-02-04 16:02:45', 'IP属地': '湖北', '评论内容': '昨天冻雨 今天大雪 这是天灾啊'}
{'评论时间': '2024-02-04 20:35:43', 'IP属地': '湖北', '评论内容': '请看湖北的冰糖葫芦花'}
{'评论时间': '2024-02-04 23:11:13', 'IP属地': '湖北', '评论内容': '在湖北生活二十几年也第一次见冻雨，太吓人了'}
{'评论时间': '2024-02-04 17:39:23', 'IP属地': '湖南', '评论内容': '老表不哭他们不理解就乱说，天灾你们也在想办法解决他们不知道就说你们没事没事湘湘抱抱'}
{'评论时间': '2024-02-04 20:23:20', 'IP属地': '广西', '评论内容': '冻雨是什么'}
{'评论时间': '2024-02-04 12:43:41', 'IP属地': '湖北', '评论内容': '武汉看起来是雪其实都是冰'}
{'评论时间': '2024-02-04 19:24:12', 'IP属地': '湖北', '评论内容': '大哥大姐们，别再问了，我们湖北没有暖气，全靠硬扛'}
{'评论时间': '2024-02-04 20:49:35', 'IP属地': '湖北', '评论内容': '冻雨'}
{'评论时间': '2024-02-04 19:12:08', 'IP属地': '广西', '评论内容': '冻雨是啥样？'}
{'评论时间': '2024-02-04 23:02:30', 'IP属地': '湖南', '评论内容': '东北一天冻不起来最多也是车底边岩有   湖北一个小时就可以包起来'}
{'评论时间': '2024-02-04 21:34:14', 'IP属地': '广东', '评论内容': '好可怕，希望所有人平安'}
{'评论时间': '2024-02-04 15:48:49', 'IP属地': '北京', '评论内容': '我昨天刚路过那个地方，火车在哪儿停了三个半小时，前面用火烤的轨道最后才能走，下的就是冰粒，到地上就成冰了'}
{'评论时间': '2024-02-04 01:00:50', 'IP属地': '广东', '评论内容': '感谢抖音让我看到了冻雨'}
{'评论时间': '2024-02-04 13:06:17', 'IP属地': '广东', '评论内容': '弱弱问一句，湖北下雪和湖北下冻雨哪个更冷'}
{'评论时间': '2024-02-04 16:52:23', 'IP属地': '湖北', '评论内容': '冻雨就是雨水落下时遇到零度以下物体从而迅速结冰的现象 '}
{'评论时间': '2024-02-04 15:28:35', 'IP属地': '湖北', '评论内容': '这是天灾，为啥骂我们湖北'}
{'评论时间': '2024-02-04 19:09:53', 'IP属地': '湖北', '评论内容': '停水停电了'}
{'评论时间': '2024-02-04 16:36:10', 'IP属地': '安徽', '评论内容': '天灾为什么要骂我老表'}
{'评论时间': '2024-02-04 17:25:30', 'IP属地': '广东', '评论内容': '今天广东还在穿短袖'}
{'评论时间': '2024-02-04 18:19:21', 'IP属地': '湖南', '评论内容': '湖南也是下冻雨'}
{'评论时间': '2024-02-04 20:13:52', 'IP属地': '湖北', '评论内容': '都说了，湖北高冷，你们不信，现在就问你们，湖北的高速冷不冷'}
{'评论时间': '2024-02-04 21:02:08', 'IP属地': '湖北', '评论内容': '冻雨啥样 看下我拍的视频就知道了'}
{'评论时间': '2024-02-04 22:00:34', 'IP属地': '湖北', '评论内容': '路上的竹子都压断了'}
{'评论时间': '2024-02-04 13:36:10', 'IP属地': '江西', '评论内容': '不许说我们老表'}
{'评论时间': '2024-02-04 19:47:04', 'IP属地': '江苏', '评论内容': '幸好不是湖北的，不然过年想家都回不了'}
{'评论时间': '2024-02-04 19:57:33', 'IP属地': '湖北', '评论内容': '下冻雨我妹妹不能回家过年'}
{'评论时间': '2024-02-04 18:41:23', 'IP属地': '湖北', '评论内容': '用湖北的雪做的'}
{'评论时间': '2024-02-04 23:12:38', 'IP属地': '河南', '评论内容': '倒霉孩子，本来就是南方难遇这种低温大雪，还遇到更难的冻雨'}
{'评论时间': '2024-02-04 21:36:50', 'IP属地': '黑龙江', '评论内容': '湖北没有暖气 这种天气在屋里咋熬呀'}
{'评论时间': '2024-02-04 10:36:43', 'IP属地': '湖北', '评论内容': '这是昨天的冻雨，雪都压不断的树枝，冻雨让很多大树都连根拔起了，真跟雪不是一个玩意儿'}
{'评论时间': '2024-02-04 21:01:04', 'IP属地': '湖北', '评论内容': '天灾谁都不希望，湖北人被堵在外地一样也回不了家，互相理解理解哈'}
{'评论时间': '2024-02-04 18:44:20', 'IP属地': '广东', '评论内容': '广东这个年相当于没有冬天，我甚至现在还是篮球背心'}
{'评论时间': '2024-02-04 16:46:35', 'IP属地': '福建', '评论内容': '都回不了家过年了'}
{'评论时间': '2024-02-04 20:07:02', 'IP属地': '湖北', '评论内容': '湖北真的很冷'}
{'评论时间': '2024-02-04 18:58:34', 'IP属地': '辽宁', '评论内容': '辛苦了，注意安全'}
{'评论时间': '2024-02-04 21:34:23', 'IP属地': '湖北', '评论内容': '被冻雨困在高速一天一夜 我们一家人就下高速转国道了 国道也走不了'}
{'评论时间': '2024-02-04 20:10:47', 'IP属地': '重庆', '评论内容': '眼看年底了，发生这事够闹心了，希望兄弟们都平平安安的，'}
{'评论时间': '2024-02-04 23:51:04', 'IP属地': '江苏', '评论内容': '长大了就不喜欢下大雪了'}
{'评论时间': '2024-02-04 08:57:11', 'IP属地': '湖北', '评论内容': '湖北文旅好不容易火起来，又被冻雨和大暴雪给打压下去'}
{'评论时间': '2024-02-04 20:02:25', 'IP属地': '四川', '评论内容': '湖北冻雨长什么样子 哪个好心人可以拍张照我看看'}
{'评论时间': '2024-02-04 19:05:33', 'IP属地': '河南', '评论内容': '上次商丘有个冻雨，骑车1公里摔了三四个跟头'}
{'评论时间': '2024-02-04 11:38:49', 'IP属地': '湖南', '评论内容': '不准骂老表了，湖南也在下冻雨。这也是我们没有办法呀'}
{'评论时间': '2024-02-04 13:21:51', 'IP属地': '湖北', '评论内容': '好美啊，不是上班的话我要去看哈'}
{'评论时间': '2024-02-04 19:11:12', 'IP属地': '重庆', '评论内容': '看到这个视频真的感动，不是那种无脑骂高铁，谢谢'}
{'评论时间': '2024-02-04 19:06:48', 'IP属地': '湖北', '评论内容': '谢谢老表关心！'}
{'评论时间': '2024-02-04 21:34:11', 'IP属地': '湖北', '评论内容': '小伙子，别死犟了我们湖北确实差专业设备天气预告了，领导层也不预案湖北人又一直冻雨冻雨的理由又不是冻成钢筋了要勇敢面对，别死犟嘛全国都只下雪，雪从来不结冰是嘛靠近湖北的信阳怎么就冻雨铲了呢'}
{'评论时间': '2024-02-04 08:19:59', 'IP属地': '广东', '评论内容': '湖北是冻雨加暴雪，路面比大雪更难清理，所有工作人员已经很努力的在冒着风雪尽力扫除障碍，湖北人民也希望堵在路上的兄弟姐妹们能够早日平安回家，请不要责怪，不要网暴湖北'}
{'评论时间': '2024-02-04 22:40:55', 'IP属地': '上海', '评论内容': '可是绿皮火车便宜，所以不喜欢。就喜欢贵的，不然研究高铁的不就提现不出来能力'}
{'评论时间': '2024-02-04 18:06:58', 'IP属地': '湖北', '评论内容': '明天能不能走，我今天的坐票退了抢了张明天5号的站票啊'}
{'评论时间': '2024-02-04 19:12:53', 'IP属地': '湖北', '评论内容': '什么是冻雨，只有湖南和江西老表懂，毕竟咱08年的时候都经历过'}
{'评论时间': '2024-02-04 18:03:44', 'IP属地': '湖南', '评论内容': '湘湘也是为什么都说回家堵在湘湘，湘湘知道往年高速都挺堵，堵在湘湘那我就祝各位早日回家，安全回家与家人团聚过年'}
{'评论时间': '2024-02-04 19:03:05', 'IP属地': '山东', '评论内容': '辛苦了'}
{'评论时间': '2024-02-04 21:16:33', 'IP属地': '湖北', '评论内容': '是啊，昨晚几个小时的大雪之后又开始下小冰球之后又是暴雨'}
{'评论时间': '2024-02-04 12:07:32', 'IP属地': '湖北', '评论内容': '这又不是我们湖北想看到的'}
{'评论时间': '2024-02-04 14:35:56', 'IP属地': '湖北', '评论内容': '哎，上个班太难了。路太滑了。只能早上去，晚上回来，中午不回。'}
{'评论时间': '2024-02-04 18:10:40', 'IP属地': '湖北', '评论内容': '希望工作人员一定要安安全全的'}
{'评论时间': '2024-02-04 12:27:37', 'IP属地': '河北', '评论内容': '我说下雪吧'}
{'评论时间': '2024-02-04 20:31:16', 'IP属地': '湖北', '评论内容': '湖北加油！武汉加油！'}
{'评论时间': '2024-02-04 18:59:54', 'IP属地': '湖南', '评论内容': '我今天就站这了谁骂一句湖北试试'}
{'评论时间': '2024-02-04 09:11:10', 'IP属地': '湖北', '评论内容': '各位看看湖北冻雨，真不能怪湖北了'}
{'评论时间': '2024-02-04 13:25:03', 'IP属地': '河南', '评论内容': '湖北河南一家亲'}
{'评论时间': '2024-02-04 23:32:05', 'IP属地': '湖北', '评论内容': '武汉太难了'}
{'评论时间': '2024-02-04 23:14:39', 'IP属地': '湖南', '评论内容': '不准骂湖北老表！！！'}
{'评论时间': '2024-02-04 19:33:20', 'IP属地': '湖北', '评论内容': '冻雨就是落地就成冰，很滑很滑'}
{'评论时间': '2024-02-04 06:21:42', 'IP属地': '湖北', '评论内容': '跟我一样，买的19:44的票，火急火燎的赶到高铁站结果晚点1h19分，赶紧换票顺路上车，前面都很顺利，从随州就开始晚点了，还好一路上只晚点了30min到晚顺利到家了'}
{'评论时间': '2024-02-04 10:32:33', 'IP属地': '湖北', '评论内容': '昨晚那个大暴雪直接把我家棚子干倒了'}
{'评论时间': '2024-02-04 23:53:35', 'IP属地': '湖北', '评论内容': '素的捏虽然延误了八个小时但是没有怪湖北只是在怪天气 天气原因谁都没办法 我相信没有人不想早点下班 一些乘客等了很久手机没电可能会比较着急 工作人员也比较疲惫 大家相互理解一下吧 还有就是武汉站的商务座候车室的小哥哥小姐姐也太帅太美了吧'}
{'评论时间': '2024-02-04 12:25:07', 'IP属地': '湖北', '评论内容': '我是假湖北'}
{'评论时间': '2024-02-04 19:47:55', 'IP属地': '安徽', '评论内容': '刚刚还刷到堵在高速路的大骂湖北道路不作为'}
{'评论时间': '2024-02-04 18:37:41', 'IP属地': '江苏', '评论内容': '好心疼湖北啊，三年疫情刚过去，今年又是大雪灾'}
{'评论时间': '2024-02-04 16:44:45', 'IP属地': '北京', '评论内容': '一个离家的湖北娃子看哭了，'}
{'评论时间': '2024-02-04 18:11:03', 'IP属地': '广东', '评论内容': '唉，广东怎么不下雪呀。唉。'}
{'评论时间': '2024-02-04 10:58:33', 'IP属地': '湖北', '评论内容': '要上高速去扫雪就好 ！'}
{'评论时间': '2024-02-04 20:23:13', 'IP属地': '贵州', '评论内容': '湖北的朋友不是北方吗'}
{'评论时间': '2024-02-04 00:35:41', 'IP属地': '广东', '评论内容': '武汉兄弟姐妹好样的，英雄城市就是棒'}
{'评论时间': '2024-02-04 07:49:44', 'IP属地': '江苏', '评论内容': '高速睡了两晚，完全没人清雪'}
{'评论时间': '2024-02-04 23:11:17', 'IP属地': '湖北', '评论内容': '停电一整天了刚刚才来电'}
{'评论时间': '2024-02-04 18:58:31', 'IP属地': '湖南', '评论内容': '08年我去深圳实习，回家被困火车站，站着睡着了，醒来行李被翻乱了一地'}
{'评论时间': '2024-02-04 17:47:22', 'IP属地': '湖北', '评论内容': '明天走了才给我推'}
{'评论时间': '2024-02-04 14:45:40', 'IP属地': '湖北', '评论内容': '鄂鄂很委屈，这明明不是鄂鄂的错，鄂鄂不明白，为什么都要骂鄂鄂，鄂鄂已经尽力在清扫路上的积雪了'}
{'评论时间': '2024-02-04 17:51:44', 'IP属地': '江西', '评论内容': '骂湖北的替湖北人挡灾'}
{'评论时间': '2024-02-04 20:14:33', 'IP属地': '湖南', '评论内容': '不许，骂我，的，邻居'}
{'评论时间': '2024-02-04 13:57:49', 'IP属地': '湖北', '评论内容': '来产哈湖北随州的冻雨+雪。上面雪产走了还有一层冻雨直咣'}
{'评论时间': '2024-02-04 12:32:21', 'IP属地': '湖北', '评论内容': '人家想问一下，湖北那边下雪了吗？原来是冻雨，但是我们这边黄梅没有冻雨啊'}
{'评论时间': '2024-02-04 20:01:53', 'IP属地': '湖北', '评论内容': '真是太烦冻雨了'}
{'评论时间': '2024-02-04 21:38:50', 'IP属地': '湖北', '评论内容': '刚到湖北，这儿确实冷'}
{'评论时间': '2024-02-04 21:37:18', 'IP属地': '湖南', '评论内容': '额……怎么都不知道冻雨？08年冰灾到现在没几年啊，那时候不就是冻雨么'}
{'评论时间': '2024-02-04 11:55:07', 'IP属地': '广东', '评论内容': '湖北刚过大疫，又来雪灾，太难了'}
{'评论时间': '2024-02-04 23:02:51', 'IP属地': '河南', '评论内容': '但是河南怎么你了，湖北确实难，在南方也没有经验，但是合着俺们河南提前放盐铲雪车24小时轮班容易是吧'}
{'评论时间': '2024-02-04 08:26:27', 'IP属地': '湖北', '评论内容': '科技前沿看武汉'}
{'评论时间': '2024-02-04 17:30:53', 'IP属地': '广东', '评论内容': '整个湖北都变成了冰糖葫芦'}
{'评论时间': '2024-02-04 23:51:36', 'IP属地': '贵州', '评论内容': '说起冻雨就想到08年的心酸'}
{'评论时间': '2024-02-04 23:11:11', 'IP属地': '贵州', '评论内容': '南方的贵州湖南湖北都是下冻雨，凝冻天气最可怕'}
{'评论时间': '2024-02-04 14:08:21', 'IP属地': '湖北', '评论内容': '没办法湖北已经很努力了，不可控因素，希望能理解'}
{'评论时间': '2024-02-04 20:17:03', 'IP属地': '浙江', '评论内容': '12号去武汉啊，还能去吗'}
{'评论时间': '2024-02-04 16:14:07', 'IP属地': '北京', '评论内容': '湖北不属于南方吗'}
{'评论时间': '2024-02-04 18:27:23', 'IP属地': '湖南', '评论内容': '湖南'}
{'评论时间': '2024-02-04 16:45:52', 'IP属地': '湖北', '评论内容': '来武汉看雪'}
{'评论时间': '2024-02-04 12:09:57', 'IP属地': '河南', '评论内容': '一个是雪 一个是冻雨 喷的人你行你去 '}
{'评论时间': '2024-02-04 21:22:15', 'IP属地': '天津', '评论内容': '大家多理解一下吧，到底是谁在骂啊'}
{'评论时间': '2024-02-04 18:03:00', 'IP属地': '湖北', '评论内容': '路上都是断的树枝，电线杆都断了'}
{'评论时间': '2024-02-04 22:00:53', 'IP属地': '湖北', '评论内容': '昨天晚上7点从广州白云出发至湖北赤壁  本来今天早上8点应该在赤壁下车的  因为道路结冰，很多车停留。凌晨4:30，车停在湖南长沙 2:30开始走走停停。到今天晚上7:30才到赤壁 结果到了赤壁也回不了家，到处都封路了'}
{'评论时间': '2024-02-04 21:28:01', 'IP属地': '山西', '评论内容': '要互相理解，每个人都平安才好'}
{'评论时间': '2024-02-04 22:19:07', 'IP属地': '福建', '评论内容': '从上海回福建，坐的火车甚至还早点的把我送到南昌了，反而我坐高铁好家伙晚点'}
{'评论时间': '2024-02-04 22:52:35', 'IP属地': '海南', '评论内容': '虽说是过年团圆，要一家人聚聚，但是有些路途遥远的能不回就不回咯，现在网络视频也方便，真的没必要在过年时拥挤而回，可以提前休假回，过年真的挤'}
{'评论时间': '2024-02-04 18:57:38', 'IP属地': '陕西', '评论内容': '冻雨这么严重，这车还是别开了'}
{'评论时间': '2024-02-04 16:32:50', 'IP属地': '湖北', '评论内容': '湖北每次上热搜都是被骂上去的'}
{'评论时间': '2024-02-04 19:41:30', 'IP属地': '河南', '评论内容': '作为一个河南人，为湖北发声，希望大家理解一点，湖北不经常下雪，铲雪车少很正常，这次湖北下的是冻雨，和河南的雪不一样，雪好处理，冻雨难处理，希望大家理解。'}
{'评论时间': '2024-02-04 18:57:33', 'IP属地': '湖北', '评论内容': '没想到湖北是以这种方式火起来'}
{'评论时间': '2024-02-04 21:26:21', 'IP属地': '湖北', '评论内容': '冻雨长什么样子呀？我在湖北我也没见过'}
{'评论时间': '2024-02-04 18:02:55', 'IP属地': '湖北', '评论内容': '我叔叔今天早上去铲雪，脑溢血了，现在人就没了'}
{'评论时间': '2024-02-04 19:41:53', 'IP属地': '湖北', '评论内容': '是的，看到一些键盘侠带辣里喷。说么斯湖北的高速冇得人清路，看到都尼玛心里烦。别个前面铲了，后面又结凌了。自己冇看到就说冇得。懒得搭理辣些无聊的键盘侠'}
{'评论时间': '2024-02-04 23:16:41', 'IP属地': '湖北', '评论内容': '这几天的大美武汉！'}
{'评论时间': '2024-02-04 09:40:28', 'IP属地': '广东', '评论内容': '2008年春节我回湖北经历过一次，所以今年我把家人接到深圳过年，躲过一劫。'}
{'评论时间': '2024-02-04 14:27:10', 'IP属地': '广东', '评论内容': '评论区说的湖北是没暖气吗是真的吗？'}
{'评论时间': '2024-02-04 23:57:52', 'IP属地': '云南', '评论内容': '冻雨为什么被骂啊'}
{'评论时间': '2024-02-04 18:57:15', 'IP属地': '湖北', '评论内容': '冻雨就是所有树叶上面都会有冰'}
{'评论时间': '2024-02-04 17:46:39', 'IP属地': '河南', '评论内容': '河南高速不想跟任何高速比，只是该过年了，河南的游子该回家了，我们清清门口的雪接自家孩子'}
{'评论时间': '2024-02-04 18:43:34', 'IP属地': '河北', '评论内容': '我想咨询一下湖北现在高速开了吗，明天就要自驾游路过湖北了'}
{'评论时间': '2024-02-04 20:13:40', 'IP属地': '贵州', '评论内容': '好像每年湖北都会堵车，湖北的家人们辛苦了'}
{'评论时间': '2024-02-04 18:46:50', 'IP属地': '湖北', '评论内容': '我湖北人都第一次听这个词'}
{'评论时间': '2024-02-04 17:46:43', 'IP属地': '湖北', '评论内容': '我和我老公一个单位，他昨天晚上集结铲雪到现在都冒回，今天晚上还要继续'}
{'评论时间': '2024-02-04 20:41:48', 'IP属地': '广西', '评论内容': '不许骂我湖北老表'}
{'评论时间': '2024-02-04 16:52:51', 'IP属地': '湖南', '评论内容': '我不知道大家有没有看过寄生虫，虽然我只是看的解说，但是极端天气对那些穷苦人家来说根本就不是什么好事'}
{'评论时间': '2024-02-04 11:01:54', 'IP属地': '广东', '评论内容': '谁又骂湖北了'}
{'评论时间': '2024-02-04 17:15:14', 'IP属地': '江西', '评论内容': '不准骂湖北老表'}
{'评论时间': '2024-02-04 22:45:31', 'IP属地': '北京', '评论内容': '不许诋毁绿皮车，绿皮车现在跑得可快了，因为高铁都停哪儿不动了'}
{'评论时间': '2024-02-04 23:56:30', 'IP属地': '广东', '评论内容': '辛苦了'}
{'评论时间': '2024-02-04 15:57:42', 'IP属地': '天津', '评论内容': '看评论区都在说湖北没有暖气，是真的没有吗，宝子们，，'}
{'评论时间': '2024-02-04 10:36:22', 'IP属地': '湖北', '评论内容': '我一大早也被喊起来铲雪，一边铲雪一边下雪'}
{'评论时间': '2024-02-04 11:45:03', 'IP属地': '湖北', '评论内容': '我们昨天下冰碴子，今天下鹅毛大雪'}
{'评论时间': '2024-02-04 11:55:00', 'IP属地': '陕西', '评论内容': '北方都是除雪车，路面都没积雪'}
{'评论时间': '2024-02-04 12:34:52', 'IP属地': '湖北', '评论内容': '开玩笑湖北文旅留不住你，我湖北冻雨还留不住？？'}
{'评论时间': '2024-02-04 22:20:35', 'IP属地': '广东', '评论内容': '又是湖北'}
{'评论时间': '2024-02-04 22:53:21', 'IP属地': '山东', '评论内容': '在武汉的家人们一年一年的真是不容易'}
{'评论时间': '2024-02-04 23:44:15', 'IP属地': '湖北', '评论内容': '湖北下了一场大雪'}
{'评论时间': '2024-02-04 23:47:32', 'IP属地': '河北', '评论内容': '天气这么异常吗？'}
{'评论时间': '2024-02-04 18:56:54', 'IP属地': '河南', '评论内容': '我们不会说湖北家人的'}
{'评论时间': '2024-02-04 19:37:26', 'IP属地': '湖南', '评论内容': '08年的湖南冰灾，有6位烈士，你们想想有多严重'}
{'评论时间': '2024-02-04 23:20:07', 'IP属地': '湖北', '评论内容': '湖北是下冻雨加雪，不是单纯的下雪，单纯的下雪铲雪很容易的，冻雨加雪就不是，一个是铲饭，一个是铲锅巴。回家试试冰箱里面冰霜好不好除就知道了，高速上的冰更硬'}
{'评论时间': '2024-02-04 18:08:31', 'IP属地': '陕西', '评论内容': '武汉的火车站很好，我昨天坐火车，在湖北，车停了好几个小时，我自己带的零食都吃完了，然后火车工作工作人员免费给我们这趟车发放了面包火腿和矿泉水，相关工作人员已经尽可能做的更好了，希望大家多点包容，愿武汉顺利渡过冻雨，愿大家新年快乐，2024平安'}
{'评论时间': '2024-02-04 21:36:24', 'IP属地': '湖南', '评论内容': '加油鄂鄂'}
{'评论时间': '2024-02-04 19:06:09', 'IP属地': '广东', '评论内容': '难道天灾是人可以阻止的吗'}
{'评论时间': '2024-02-04 23:18:52', 'IP属地': '湖北', '评论内容': '武汉背负了一切'}
{'评论时间': '2024-02-04 18:15:00', 'IP属地': '江西', '评论内容': '然后，困在路上，又在这抱怨，我是真的搞不懂'}
{'评论时间': '2024-02-04 14:42:18', 'IP属地': '内蒙古', '评论内容': '湖北的宝宝们注意安全啊'}
{'评论时间': '2024-02-04 19:54:39', 'IP属地': '辽宁', '评论内容': '珍惜一下吧  明年就没了   而我们 东北 年年都要经历'}
{'评论时间': '2024-02-04 23:02:51', 'IP属地': '湖北', '评论内容': '今天出门就差点被这种树枝砸到'}
{'评论时间': '2024-02-04 16:43:13', 'IP属地': '湖南', '评论内容': '湖北文旅没留住的，居然被冰冻雨雪留住了'}
{'评论时间': '2024-02-04 09:58:22', 'IP属地': '湖北', '评论内容': '是真有，下冻雨还上班，早上差点被树砸到'}
{'评论时间': '2024-02-04 23:34:47', 'IP属地': '湖南', '评论内容': '为湖北发声做为一个湖南人可以告诉你，08年那年冰灾随处可见的是倒下的树，电线杆在山间里头几乎全军覆没！电力瘫痪个月有余，家里面点了一个多月的蜡烛，蜡烛涨到20元一根'}
{'评论时间': '2024-02-04 21:06:14', 'IP属地': '四川', '评论内容': '你们出门逛街没有堵车了成堵人了'}
{'评论时间': '2024-02-04 21:02:54', 'IP属地': '广东', '评论内容': '中国高铁就是经历了08年广州春运滞留后这15年高速发展起来的，但在变化多端的气候面前，仍然无计可施'}
{'评论时间': '2024-02-04 23:07:55', 'IP属地': '江苏', '评论内容': '来个湖北的朋友，想问问冻雨是啥样子的'}
{'评论时间': '2024-02-04 20:23:30', 'IP属地': '河南', '评论内容': '课代表们有冻雨的照片吗？想看一下'}
{'评论时间': '2024-02-04 20:45:31', 'IP属地': '浙江', '评论内容': '我是河南人，我为湖北发声：河南经历太多，北方年年下雪，经验也多，铲雪车也是河南宇通客车生产的，自然有经验又有优势，湖北的冻雨夹雪也不逊于河南，同胞经过这次经历，以后会应急措施会越来越好'}
{'评论时间': '2024-02-04 20:30:52', 'IP属地': '湖北', '评论内容': '你们不许骂！再骂你们也下'}
{'评论时间': '2024-02-04 16:56:40', 'IP属地': '湖北', '评论内容': '不管怎样我是不会喷湖北的，2o22年疫情我在上海封了两个月可以离开上海了问我老家居委会要回去居然让我先不要回，说都在上海待了那么久了就不要回来。但如果实在要回也是拉去隔离费用自理，但尽量不要回来。那时无地可去的我去了武汉想自费也愿意因为武汉接受外来人员，实在想离开上海了步行四个小时推着共享单车驮着行李到了车站在车站打地铺等了一天一夜坐上了去杭州再都武汉的车，到武汉下车了他们不问我们是哪里人就给我们一火车人分车拉去了隔离点（重点是前7天是免费，后7天再我们回户口所在地，但如果实在没地去会把我拉去自费的隔离点，也可以自己找便宜的住点，）我一个女生对武汉陌生就跟着去了自费的隔离点（讲真的那时就抱着隔离十四天都自费的心态去的但只花了7天）老家都不接受我说推违的话，只有武汉倘开胸怀接受了我们从上海来的人，在那里被照顾的很好，由衷的感谢武汉大湖北。所以我这一辈子都不会喷湖北。'}
{'评论时间': '2024-02-04 23:30:45', 'IP属地': '湖北', '评论内容': '听我一句劝，别惦记武汉了，最好边都别靠，真去了就留那过年吧。湖北欢迎你'}
{'评论时间': '2024-02-04 17:43:35', 'IP属地': '湖南', '评论内容': '老表不哭你们已经很努力解决了他们不知道乱说我们不理他们湘湘抱抱'}
{'评论时间': '2024-02-04 23:25:30', 'IP属地': '天津', '评论内容': '听过冻梨了，真没听过冻雨啊'}
{'评论时间': '2024-02-04 12:19:41', 'IP属地': '湖北', '评论内容': '开玩笑湖北文旅留不住你们，我湖北冻雨还留不住吗 '}
{'评论时间': '2024-02-04 23:23:58', 'IP属地': '北京', '评论内容': '天灾泠办法，但愿那里的人们平安。'}
{'评论时间': '2024-02-04 23:02:20', 'IP属地': '浙江', '评论内容': '理解 我从来没去过开车1个小时以外的地方打工 感谢富裕浙江'}
{'评论时间': '2024-02-04 22:42:00', 'IP属地': '广东', '评论内容': '湖北的冻雨是什么样子的？'}
{'评论时间': '2024-02-04 00:52:09', 'IP属地': '湖北', '评论内容': '欢迎来武汉看汽车馅的冰糖葫芦'}
{'评论时间': '2024-02-04 11:23:15', 'IP属地': '湖北', '评论内容': '说实话我16了，记忆中路上就没冻成这样过，我们这里昨天路上翻了好几辆车了'}
{'评论时间': '2024-02-04 14:35:23', 'IP属地': '四川', '评论内容': '还好我来得早'}
{'评论时间': '2024-02-04 16:53:43', 'IP属地': '湖北', '评论内容': '车开不了走路上班'}
{'评论时间': '2024-02-04 01:56:44', 'IP属地': '河南', '评论内容': '我就说我是湖北的'}
{'评论时间': '2024-02-04 20:29:11', 'IP属地': '湖北', '评论内容': '今天晚上出去吃个饭，两个小时左右，窗户打不开了，冻住了'}
{'评论时间': '2024-02-04 00:39:22', 'IP属地': '湖北', '评论内容': '冻雨冻冰真的没办法，只能太阳加热'}
{'评论时间': '2024-02-04 23:35:26', 'IP属地': '河南', '评论内容': '看了抖音才知道冻雨是什么样子'}
{'评论时间': '2024-02-04 19:40:32', 'IP属地': '河南', '评论内容': '瑞银的大佬们赶紧支援资金，给所有的铁路，高速，国道装发热丝吧……'}
{'评论时间': '2024-02-04 19:04:11', 'IP属地': '四川', '评论内容': '不准骂湖北'}
{'评论时间': '2024-02-04 16:11:09', 'IP属地': '江苏', '评论内容': '东北也这样吗'}
{'评论时间': '2024-02-04 07:17:55', 'IP属地': '广东', '评论内容': '简单给大家科普一下：第一：小雨小雪不怎么影响列车运行。第二：雨夹雪再遇上低温天气、或者冻雨天气对铁路运输影响较大。第三：钢轨其实受到的影响不大，最受影响的是接触网，所有的电力机车全是靠接触网供电的，遇有雨夹雪或冻雨，直接就在接触网上结冰了，电力机车取流不畅，接触网无法正常给电力机车提供电能，轻则是列车无法常速运行，重则烧损部件无法行驶。第四：铁路接触网是 27.5kV 高压电路，而且是裸露导线，距离较近就会放电伤人，就算是让铁路职工上线路打冰，也需要在接触网停电后进行打冰，上千公里的线路，应急抢修也需要时间的。他们比你们更不希望半夜三更冒着寒风出去打冰，但是天气属实不可控，也请理解他们。第五：为了应对恶劣天气，很多铁路单位全员上岗，全员值班，做好抢修应急，但抢修不是说话间就能抢通，也需要时间，也需要顺线路奔波，沿线抢修。第六：铁路对不起的是他的职工，但绝对拼尽全力对得起旅客。互相理解吧，衷心祝愿各位旅途平安，安全是第一位。'}
{'评论时间': '2024-02-04 20:58:05', 'IP属地': '河南', '评论内容': '这是冻雨！冻雨！！！是自然灾害！！！不许骂'}
{'评论时间': '2024-02-04 22:47:43', 'IP属地': '山西', '评论内容': '08年的教训，2024了我咱还搞不清用什么方法除高铁接触网冻雨冰这个问题呢？'}
{'评论时间': '2024-02-04 16:58:48', 'IP属地': '河南', '评论内容': '一样的，我们河南一层雪扫完跟你这个一样。'}
{'评论时间': '2024-02-04 16:48:30', 'IP属地': '广西', '评论内容': '湖北的朋友，视频属实吗'}
{'评论时间': '2024-02-04 17:05:35', 'IP属地': '辽宁', '评论内容': '冰糖湖北'}
